CardID,Name,Colors,CMC,Type,Subtype,Set,Rarity
610,Loran of the Third Path,['W'],3,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Artificer'""]",BRO,Rare
611,Mother of Runes,['W'],1,"[""'Creature'""]","[""'Human'"", ""'Cleric'""]",PRM,Uncommon
612,Narcomoeba,['U'],2,"[""'Creature'""]","[""'Illusion'""]",GRN,Rare
613,Nomads en-Kor,['W'],1,"[""'Creature'""]","[""'Kor'"", ""'Nomad'"", ""'Soldier'""]",TPR,Common
614,Orim's Chant,['W'],1,"[""'Instant'""]",,PRM,Rare
615,Otherworldly Gaze,['U'],1,"[""'Instant'""]",,MID,Common
616,Outland Liberator,['G'],2,"[""'Creature'""]","[""'Human'"", ""'Werewolf'""]",MID,Uncommon
617,Pact of Negation,['U'],0,"[""'Instant'""]",,FUT,Rare
618,Paradox Engine,,5,"[""'Legendary'"", ""'Artifact'""]",,AER,Mythic
619,Ramunap Excavator,['G'],3,"[""'Creature'""]","[""'Naga'"", ""'Cleric'""]",PRM,Rare
620,Recruiter of the Guard,['W'],3,"[""'Creature'""]","[""'Human'"", ""'Soldier'""]",PZ2,Rare
621,Rise // Fall,"['U', 'B']",4,"[""'Sorcery'""]",,DIS,Uncommon
622,Sanctum Prelate,['W'],3,"[""'Creature'""]","[""'Human'"", ""'Cleric'""]",MH2,Mythic
623,Sejiri Steppe,,0,"[""'Land'""]",,WWK,Common
624,Shatterskull Smashing,['R'],2,"[""'Sorcery'""]",,ZNR,Mythic
625,Show and Tell,['U'],3,"[""'Sorcery'""]",,PRM,Rare
626,Shuko,,1,"[""'Artifact'""]","[""'Equipment'""]",BOK,Uncommon
627,Snow-Covered Mountain,,0,"[""'Basic'"", ""'Snow'"", ""'Land'""]","[""'Mountain'""]",KHM,Common
628,Stinkweed Imp,['B'],3,"[""'Creature'""]","[""'Imp'""]",RAV,Common
629,Stoneforge Mystic,['W'],2,"[""'Creature'""]","[""'Kor'"", ""'Artificer'""]",WWK,Rare
630,Sylvan Safekeeper,['G'],1,"[""'Creature'""]","[""'Human'"", ""'Wizard'""]",JUD,Rare
631,"Syr Ginger, the Meal Ender",,2,"[""'Legendary'"", ""'Artifact'"", ""'Creature'""]","[""'Food'"", ""'Knight'""]",WOE,Rare
632,Tarmogoyf,['G'],2,"[""'Creature'""]","[""'Lhurgoyf'""]",MM2,Mythic
633,"Thalia, Guardian of Thraben",['W'],2,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Soldier'""]",PRM,Rare
634,Timeless Dragon,['W'],5,"[""'Creature'""]","[""'Dragon'""]",MH2,Rare
635,Transmute Artifact,['U'],2,"[""'Sorcery'""]",,ME4,Rare
636,Umezawa's Jitte,,2,"[""'Legendary'"", ""'Artifact'""]","[""'Equipment'""]",BOK,Rare
637,"Adeline, Resplendent Cathar",['W'],3,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Knight'""]",MID,Rare
638,Amulet of Vigor,,1,"[""'Artifact'""]",,SL2,Rare
639,Arboreal Grazer,['G'],1,"[""'Creature'""]","[""'Beast'""]",RVR,Common
640,Archive Trap,['U'],5,"[""'Instant'""]","[""'Trap'""]",ZEN,Rare
641,Archmage's Charm,['U'],3,"[""'Instant'""]",,MH1,Rare
642,Ardent Plea,"['U', 'W']",3,"[""'Enchantment'""]",,ARB,Uncommon
643,Asmoranomardicadaistinaculdacar,"['B', 'R']",0,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Wizard'""]",MH2,Rare
644,"Azusa, Lost but Seeking",['G'],3,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Monk'""]",CHK,Rare
645,Blood Moon,['R'],3,"[""'Enchantment'""]",,8ED,Rare
646,Boros Garrison,,0,"[""'Land'""]",,RAV,Common
647,Champion of the Parish,['W'],1,"[""'Creature'""]","[""'Human'"", ""'Soldier'""]",ISD,Rare
648,Chromatic Sphere,,1,"[""'Artifact'""]",,MRD,Common
649,Cranial Plating,,2,"[""'Artifact'""]","[""'Equipment'""]",5DN,Common
650,Crumbling Vestige,,0,"[""'Land'""]",,PRM,Common
651,Cultivator Colossus,['G'],7,"[""'Creature'""]","[""'Plant'"", ""'Beast'""]",VOW,Mythic
652,Darkbore Pathway,,0,"[""'Land'""]",,KHM,Rare
653,Darksteel Citadel,,0,"[""'Artifact'"", ""'Land'""]",,M15,Uncommon
654,Death's Shadow,['B'],1,"[""'Creature'""]","[""'Avatar'""]",WWK,Rare
655,Drown in the Loch,"['B', 'U']",2,"[""'Instant'""]",,ELD,Uncommon
656,Dryad of the Ilysian Grove,['G'],3,"[""'Enchantment'"", ""'Creature'""]","[""'Nymph'"", ""'Dryad'""]",THB,Rare
657,Esper Sentinel,['W'],1,"[""'Artifact'"", ""'Creature'""]","[""'Human'"", ""'Soldier'""]",MH2,Rare
658,Fiery Islet,,0,"[""'Land'""]",,MH1,Rare
659,Forging the Anchor,['U'],3,"[""'Sorcery'""]",,BRO,Uncommon
660,Fractured Sanity,['U'],3,"[""'Sorcery'""]",,MH2,Rare
661,Frogmite,,4,"[""'Artifact'"", ""'Creature'""]","[""'Frog'""]",MMA,Common
662,Gingerbrute,,1,"[""'Artifact'"", ""'Creature'""]","[""'Food'"", ""'Golem'""]",WOE,Common
663,Gruul Turf,,0,"[""'Land'""]",,GPT,Common
664,Hedron Crab,['U'],1,"[""'Creature'""]","[""'Crab'""]",ZEN,Uncommon
665,Inquisition of Kozilek,['B'],1,"[""'Sorcery'""]",,2X2,Uncommon
666,"Jace, the Perfected Mind",['U'],4,"[""'Legendary'"", ""'Planeswalker'""]","[""'Jace'""]",ONE,Mythic
667,Littjara Mirrorlake,,0,"[""'Land'""]",,KHM,Uncommon
668,Meddling Mage,"['U', 'W']",2,"[""'Creature'""]","[""'Human'"", ""'Wizard'""]",PRM,Rare
669,Memnite,,0,"[""'Artifact'"", ""'Creature'""]","[""'Construct'""]",SOM,Uncommon
670,"Mikokoro, Center of the Sea",,0,"[""'Legendary'"", ""'Land'""]",,SOK,Rare
671,Mishra's Research Desk,,1,"[""'Artifact'""]",,BRO,Uncommon
672,Mistvault Bridge,,0,"[""'Artifact'"", ""'Land'""]",,MH2,Common
673,Nettlecyst,,3,"[""'Artifact'""]","[""'Equipment'""]",MH2,Rare
674,Nihil Spellbomb,,1,"[""'Artifact'""]",,SOM,Common
675,Nishoba Brawler,['G'],2,"[""'Creature'""]","[""'Cat'"", ""'Warrior'""]",DMU,Uncommon
676,Oblivion Stone,,3,"[""'Artifact'""]",,MRD,Rare
677,"Oboro, Palace in the Clouds",,0,"[""'Legendary'"", ""'Land'""]",,SOK,Rare
678,Ornithopter,,0,"[""'Artifact'"", ""'Creature'""]","[""'Thopter'""]",DMR,Common
679,Ovalchase Daredevil,['B'],4,"[""'Creature'""]","[""'Human'"", ""'Pilot'""]",KLD,Uncommon
680,Primeval Titan,['G'],6,"[""'Creature'""]","[""'Giant'""]",M12,Mythic
681,Reflector Mage,"['U', 'W']",3,"[""'Creature'""]","[""'Human'"", ""'Wizard'""]",OGW,Uncommon
682,Ruin Crab,['U'],1,"[""'Creature'""]","[""'Crab'""]",ZNR,Uncommon
683,Scion of Draco,,12,"[""'Artifact'"", ""'Creature'""]","[""'Dragon'""]",MH2,Mythic
684,Secluded Courtyard,,0,"[""'Land'""]",,NEO,Uncommon
685,Selesnya Sanctuary,,0,"[""'Land'""]",,RAV,Common
686,Shelldock Isle,,0,"[""'Land'""]",,LRW,Rare
687,Silent Clearing,,0,"[""'Land'""]",,MH1,Rare
688,Slayers' Stronghold,,0,"[""'Land'""]",,AVR,Rare
689,Snapcaster Mage,['U'],2,"[""'Creature'""]","[""'Human'"", ""'Wizard'""]",ISD,Rare
690,Sojourner's Companion,,7,"[""'Artifact'"", ""'Creature'""]","[""'Salamander'""]",MH2,Common
691,Strike It Rich,['R'],1,"[""'Sorcery'""]",,MH2,Uncommon
692,Stubborn Denial,['U'],1,"[""'Instant'""]",,KTK,Uncommon
693,Sulfur Falls,,0,"[""'Land'""]",,ISD,Rare
694,Summoner's Pact,['G'],0,"[""'Instant'""]",,FUT,Rare
695,Surgical Extraction,['B'],1,"[""'Instant'""]",,NPH,Rare
696,Talisman of Resilience,,2,"[""'Artifact'""]",,MH1,Uncommon
697,Tanglepool Bridge,,0,"[""'Artifact'"", ""'Land'""]",,MH2,Common
698,Tasha's Hideous Laughter,['U'],3,"[""'Sorcery'""]",,AFR,Rare
699,Territorial Kavu,"['G', 'R']",2,"[""'Creature'""]","[""'Kavu'""]",MH2,Rare
700,Thalia's Lieutenant,['W'],2,"[""'Creature'""]","[""'Human'"", ""'Soldier'""]",SOI,Rare
701,The Mightstone and Weakstone,,5,"[""'Legendary'"", ""'Artifact'""]","[""'Powerstone'""]",BRO,Rare
702,The Mycosynth Gardens,,0,"[""'Land'""]","[""'Sphere'""]",ONE,Rare
703,The Underworld Cookbook,,1,"[""'Artifact'""]",,MH2,Uncommon
704,Tolaria West,,0,"[""'Land'""]",,FUT,Uncommon
705,Treasure Vault,,0,"[""'Artifact'"", ""'Land'""]",,AFR,Rare
706,Tribal Flames,['R'],2,"[""'Sorcery'""]",,MM2,Common
707,"Ulamog, the Ceaseless Hunger",,10,"[""'Legendary'"", ""'Creature'""]","[""'Eldrazi'""]",BFZ,Mythic
708,Unclaimed Territory,,0,"[""'Land'""]",,XLN,Uncommon
709,Urza's Mine,,0,"[""'Land'""]","[""'Urza's'"", ""'Mine'""]",PRM,Common
710,Urza's Power Plant,,0,"[""'Land'""]","[""'Urza's'"", ""'Power-Plant'""]",ME4,Common
711,Urza's Tower,,0,"[""'Land'""]","[""'Urza's'"", ""'Tower'""]",PRM,Common
712,"Valakut, the Molten Pinnacle",,0,"[""'Land'""]",,ZEN,Rare
713,"Venser, Shaper Savant",['U'],4,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Wizard'""]",FUT,Rare
714,Vesuva,,0,"[""'Land'""]",,TSP,Rare
715,Visions of Beyond,['U'],1,"[""'Instant'""]",,M12,Rare
716,Warping Wail,,2,"[""'Instant'""]",,OGW,Uncommon
717,Wild Nacatl,['G'],1,"[""'Creature'""]","[""'Cat'"", ""'Warrior'""]",ALA,Common
718,Wurmcoil Engine,,6,"[""'Artifact'"", ""'Creature'""]","[""'Phyrexian'"", ""'Wurm'""]",PRM,Mythic
719,Acorn Harvest,['G'],4,"[""'Sorcery'""]",,TOR,Common
720,Archaeomancer,['U'],4,"[""'Creature'""]","[""'Human'"", ""'Wizard'""]",UMA,Common
721,Ardent Recruit,['W'],1,"[""'Creature'""]","[""'Human'"", ""'Soldier'""]",MBS,Common
722,Arms of Hadar,['B'],4,"[""'Sorcery'""]",,CLB,Common
723,Auriok Sunchaser,['W'],2,"[""'Creature'""]","[""'Human'"", ""'Soldier'""]",SOM,Common
724,Azorius Chancery,,0,"[""'Land'""]",,DIS,Common
725,Azorius Guildgate,,0,"[""'Land'""]","[""'Gate'""]",RNA,Common
726,Basilisk Gate,,0,"[""'Land'""]","[""'Gate'""]",CLB,Common
727,Birchlore Rangers,['G'],1,"[""'Creature'""]","[""'Elf'"", ""'Druid'"", ""'Ranger'""]",ONS,Common
728,Blanchwood Prowler,['G'],2,"[""'Creature'""]","[""'Elemental'""]",BRO,Common
729,Brokers Hideout,,0,"[""'Land'""]",,SNC,Common
730,Candy Trail,,1,"[""'Artifact'""]","[""'Food'"", ""'Clue'""]",WOE,Common
731,Chromatic Star,,1,"[""'Artifact'""]",,TSP,Common
732,Citadel Gate,,0,"[""'Land'""]","[""'Gate'""]",CLB,Common
733,Cleansing Wildfire,['R'],2,"[""'Sorcery'""]",,ZNR,Common
734,Cliffgate,,0,"[""'Land'""]","[""'Gate'""]",CLB,Common
735,Crimson Fleet Commodore,['R'],4,"[""'Creature'""]","[""'Ogre'"", ""'Pirate'""]",CMM,Common
736,Cryptic Serpent,['U'],7,"[""'Creature'""]","[""'Serpent'""]",AKH,Uncommon
737,Dark-Dweller Oracle,['R'],2,"[""'Creature'""]","[""'Goblin'"", ""'Shaman'""]",2X2,Common
738,Deadly Dispute,['B'],2,"[""'Instant'""]",,AFR,Common
739,Deep Analysis,['U'],4,"[""'Sorcery'""]",,DMR,Common
740,Destroy Evil,['W'],2,"[""'Instant'""]",,DMU,Common
741,Distant Melody,['U'],4,"[""'Sorcery'""]",,H09,Common
742,Dragon Wings,['U'],2,"[""'Enchantment'""]","[""'Aura'""]",SCG,Common
743,Drossforge Bridge,,0,"[""'Artifact'"", ""'Land'""]",,MH2,Common
744,Elvish Branchbender,['G'],3,"[""'Creature'""]","[""'Elf'"", ""'Druid'""]",LRW,Common
745,Elvish Mystic,['G'],1,"[""'Creature'""]","[""'Elf'"", ""'Druid'""]",M15,Common
746,Elvish Vanguard,['G'],2,"[""'Creature'""]","[""'Elf'"", ""'Warrior'""]",EMA,Common
747,Fanatical Offering,['B'],2,"[""'Instant'""]",,LCI,Common
748,Fiery Cannonade,['R'],3,"[""'Instant'""]",,CMR,Common
749,First Day of Class,['R'],2,"[""'Instant'""]",,STX,Common
750,Force Spike,['U'],1,"[""'Instant'""]",,ME3,Common
751,Fyndhorn Elves,['G'],1,"[""'Creature'""]","[""'Elf'"", ""'Druid'""]",CMR,Common
752,Geothermal Bog,,0,"[""'Land'""]","[""'Swamp'"", ""'Mountain'""]",DMU,Common
753,Ghostly Flicker,['U'],3,"[""'Instant'""]",,MM3,Common
754,Glacial Floodplain,,0,"[""'Snow'"", ""'Land'""]","[""'Plains'"", ""'Island'""]",KHM,Common
755,Gnaw to the Bone,['G'],3,"[""'Instant'""]",,ISD,Common
756,God-Pharaoh's Faithful,['W'],1,"[""'Creature'""]","[""'Human'"", ""'Wizard'""]",HOU,Common
757,Guardian of the Guildpact,['W'],4,"[""'Creature'""]","[""'Spirit'""]",DIS,Common
758,Haunted Mire,,0,"[""'Land'""]","[""'Swamp'"", ""'Forest'""]",DMU,Common
759,Heap Gate,,0,"[""'Land'""]","[""'Gate'""]",CLB,Common
760,Hopeless Nightmare,['B'],1,"[""'Enchantment'""]",,WOE,Common
761,Ice Tunnel,,0,"[""'Snow'"", ""'Land'""]","[""'Island'"", ""'Swamp'""]",KHM,Common
762,Jaspera Sentinel,['G'],1,"[""'Creature'""]","[""'Elf'"", ""'Rogue'""]",KHM,Common
763,Kenku Artificer,['U'],3,"[""'Creature'""]","[""'Bird'"", ""'Artificer'""]",CLB,Common
764,Krark-Clan Shaman,['R'],1,"[""'Creature'""]","[""'Goblin'"", ""'Shaman'""]",MRD,Common
765,Lead the Stampede,['G'],3,"[""'Sorcery'""]",,IKO,Uncommon
766,Llanowar Elves,['G'],1,"[""'Creature'""]","[""'Elf'"", ""'Druid'""]",PRM,Common
767,Lose Focus,['U'],2,"[""'Instant'""]",,MH2,Common
768,Lotleth Giant,['B'],7,"[""'Creature'""]","[""'Zombie'"", ""'Giant'""]",GRN,Uncommon
769,Masked Vandal,['G'],2,"[""'Creature'""]","[""'Shapeshifter'""]",KHM,Common
770,Meeting of Minds,['U'],4,"[""'Instant'""]",,MOM,Common
771,Mental Note,['U'],1,"[""'Instant'""]",,JUD,Common
772,Mephitic Draught,['B'],2,"[""'Artifact'""]",,LCI,Common
773,Mesmeric Fiend,['B'],2,"[""'Creature'""]","[""'Nightmare'"", ""'Horror'""]",VMA,Common
774,Mire Triton,['B'],2,"[""'Creature'""]","[""'Zombie'"", ""'Merfolk'""]",THB,Uncommon
775,Moon-Circuit Hacker,['U'],2,"[""'Enchantment'"", ""'Creature'""]","[""'Human'"", ""'Ninja'""]",NEO,Common
776,Mortuary Mire,,0,"[""'Land'""]",,BFZ,Common
777,Mulldrifter,['U'],5,"[""'Creature'""]","[""'Elemental'""]",MM2,Uncommon
778,Myr Enforcer,,7,"[""'Artifact'"", ""'Creature'""]","[""'Myr'""]",MMA,Common
779,Negate,['U'],2,"[""'Instant'""]",,MOM,Common
780,Of One Mind,['U'],3,"[""'Sorcery'""]",,IKO,Common
781,Omen of the Dead,['B'],1,"[""'Enchantment'""]",,THB,Common
782,Orzhov Basilica,,0,"[""'Land'""]",,2X2,Uncommon
783,Priest of Titania,['G'],2,"[""'Creature'""]","[""'Elf'"", ""'Druid'""]",PRM,Common
784,Prismatic Strands,['W'],3,"[""'Instant'""]",,JUD,Common
785,Prohibit,['U'],2,"[""'Instant'""]",,MH1,Common
786,Putrid Goblin,['B'],2,"[""'Creature'""]","[""'Zombie'"", ""'Goblin'""]",MH1,Common
787,Quirion Ranger,['G'],1,"[""'Creature'""]","[""'Elf'"", ""'Ranger'""]",PRM,Common
788,Rakdos Carnarium,,0,"[""'Land'""]",,2X2,Uncommon
789,Razortide Bridge,,0,"[""'Artifact'"", ""'Land'""]",,MH2,Common
790,Rustvale Bridge,,0,"[""'Artifact'"", ""'Land'""]",,MH2,Common
791,Sacred Cat,['W'],1,"[""'Creature'""]","[""'Cat'""]",AKH,Common
792,Saiba Cryptomancer,['U'],2,"[""'Creature'""]","[""'Moonfolk'"", ""'Ninja'""]",MOM,Common
793,Satyr Wayfinder,['G'],2,"[""'Creature'""]","[""'Satyr'""]",M15,Common
794,Scrapwork Mutt,,2,"[""'Artifact'"", ""'Creature'""]","[""'Dog'""]",BRO,Common
795,Sea Gate,,0,"[""'Land'""]","[""'Gate'""]",CLB,Common
796,Sea Gate Oracle,['U'],3,"[""'Creature'""]","[""'Human'"", ""'Wizard'""]",MM3,Common
797,Silverbluff Bridge,,0,"[""'Artifact'"", ""'Land'""]",,MH2,Common
798,Skred,['R'],1,"[""'Instant'""]",,CSP,Common
799,Snap,['U'],2,"[""'Instant'""]",,DMR,Common
800,Snowfield Sinkhole,,0,"[""'Snow'"", ""'Land'""]","[""'Plains'"", ""'Swamp'""]",KHM,Common
801,Squadron Hawk,['W'],2,"[""'Creature'""]","[""'Bird'""]",A25,Common
802,Sunscape Familiar,['W'],2,"[""'Creature'""]","[""'Wall'""]",PS,Common
803,The Modern Age,['U'],2,"[""'Enchantment'""]","[""'Saga'""]",NEO,Common
804,Thought Scour,['U'],1,"[""'Instant'""]",,DKA,Common
805,Timberwatch Elf,['G'],3,"[""'Creature'""]","[""'Elf'""]",LGN,Common
806,Tithing Blade,['B'],2,"[""'Artifact'""]",,LCI,Common
807,Unearth,['B'],1,"[""'Sorcery'""]",,2X2,Common
808,Union of the Third Path,['W'],3,"[""'Instant'""]",,BRO,Common
809,Vault of Whispers,,0,"[""'Artifact'"", ""'Land'""]",,MRD,Common
810,Vineshaper Prodigy,['G'],2,"[""'Creature'""]","[""'Elf'"", ""'Druid'""]",DMU,Common
811,Volatile Fjord,,0,"[""'Snow'"", ""'Land'""]","[""'Island'"", ""'Mountain'""]",KHM,Common
812,Winding Way,['G'],2,"[""'Sorcery'""]",,MH1,Common
813,Wooded Ridgeline,,0,"[""'Land'""]","[""'Mountain'"", ""'Forest'""]",DMU,Common
814,Abrupt Decay,"['B', 'G']",2,"[""'Instant'""]",,RTR,Rare
815,Aetherflux Reservoir,,4,"[""'Artifact'""]",,KLD,Rare
816,Amalia Benavides Aguirre,"['B', 'W']",2,"[""'Legendary'"", ""'Creature'""]","[""'Vampire'"", ""'Scout'""]",LCI,Rare
817,Bring to Light,"['G', 'U']",5,"[""'Sorcery'""]",,BFZ,Rare
818,Cenote Scout,['G'],1,"[""'Creature'""]","[""'Merfolk'"", ""'Scout'""]",LCI,Uncommon
819,Chart a Course,['U'],2,"[""'Sorcery'""]",,LCI,Uncommon
820,Cling to Dust,['B'],1,"[""'Instant'""]",,THB,Uncommon
821,Collected Company,['G'],4,"[""'Instant'""]",,SL2,Rare
822,Combat Courier,,1,"[""'Artifact'"", ""'Creature'""]","[""'Construct'""]",BRO,Common
823,Deafening Clarion,"['R', 'W']",3,"[""'Sorcery'""]",,GRN,Rare
824,"Dina, Soul Steeper","['B', 'G']",2,"[""'Legendary'"", ""'Creature'""]","[""'Dryad'"", ""'Druid'""]",MUL,Uncommon
825,Dragonskull Summit,,0,"[""'Land'""]",,XLN,Rare
826,Drowned Catacomb,,0,"[""'Land'""]",,M13,Rare
827,Ensoul Artifact,['U'],2,"[""'Enchantment'""]","[""'Aura'""]",M15,Uncommon
828,Extinction Event,['B'],4,"[""'Sorcery'""]",,IKO,Rare
829,Fabled Passage,,0,"[""'Land'""]",,ELD,Rare
830,Gleeful Demolition,['R'],1,"[""'Sorcery'""]",,ONE,Uncommon
831,Godless Shrine,,0,"[""'Land'""]","[""'Plains'"", ""'Swamp'""]",GTC,Rare
832,Hinterland Harbor,,0,"[""'Land'""]",,ISD,Rare
833,Invoke Despair,['B'],5,"[""'Sorcery'""]",,NEO,Rare
834,"Kellan, Daring Traveler",['W'],2,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Faerie'"", ""'Scout'""]",LCI,Rare
835,Lunarch Veteran,['W'],1,"[""'Creature'""]","[""'Human'"", ""'Cleric'""]",MID,Common
836,"Nahiri, the Harbinger","['R', 'W']",4,"[""'Legendary'"", ""'Planeswalker'""]","[""'Nahiri'""]",SOI,Mythic
837,Niv-Mizzet Reborn,"['B', 'G', 'R', 'U', 'W']",5,"[""'Legendary'"", ""'Creature'""]","[""'Dragon'"", ""'Avatar'""]",WAR,Mythic
838,"Niv-Mizzet, Supreme","['B', 'G', 'R', 'U', 'W']",5,"[""'Legendary'"", ""'Creature'""]","[""'Dragon'"", ""'Avatar'""]",MAT,Rare
839,Prosperous Innkeeper,['G'],2,"[""'Creature'""]","[""'Halfling'"", ""'Citizen'""]",AFR,Uncommon
840,Quakebringer,['R'],5,"[""'Creature'""]","[""'Giant'"", ""'Berserker'""]",KHM,Mythic
841,Reckless Bushwhacker,['R'],3,"[""'Creature'""]","[""'Goblin'"", ""'Warrior'"", ""'Ally'""]",OGW,Uncommon
842,Return to the Ranks,['W'],2,"[""'Sorcery'""]",,M15,Rare
843,Selfless Savior,['W'],1,"[""'Creature'""]","[""'Dog'""]",M21,Uncommon
844,Shadows' Verdict,['B'],5,"[""'Sorcery'""]",,ZNR,Rare
845,Shivan Reef,,0,"[""'Land'""]",,ORI,Rare
846,Shrapnel Blast,['R'],2,"[""'Instant'""]",,M15,Uncommon
847,Smuggler's Copter,,2,"[""'Artifact'""]","[""'Vehicle'""]",KLD,Rare
848,Spyglass Siren,['U'],1,"[""'Creature'""]","[""'Siren'"", ""'Pirate'""]",LCI,Uncommon
849,Sunpetal Grove,,0,"[""'Land'""]",,M13,Rare
850,Sylvan Caryatid,['G'],2,"[""'Creature'""]","[""'Plant'""]",THS,Rare
851,Tenacious Underdog,['B'],2,"[""'Creature'""]","[""'Human'"", ""'Warrior'""]",SNC,Rare
852,The End,['G'],4,"[""'Legendary'"", ""'Enchantment'"", ""'Creature'""]","[""'Spider'""]",WOE,Rare
853,Torch the Tower,['R'],1,"[""'Instant'""]",,WOE,Common
854,Unmoored Ego,"['B', 'U']",3,"[""'Sorcery'""]",,GRN,Rare
855,"Valki, God of Lies",['B'],2,"[""'Legendary'"", ""'Creature'""]","[""'God'""]",KHM,Mythic
856,Vanishing Verse,"['B', 'W']",2,"[""'Instant'""]",,STX,Rare
857,Voice of Resurgence,"['G', 'W']",2,"[""'Creature'""]","[""'Elemental'""]",DGM,Mythic
858,Welcoming Vampire,['W'],3,"[""'Creature'""]","[""'Vampire'""]",VOW,Rare
859,Wildgrowth Walker,['G'],2,"[""'Creature'""]","[""'Elemental'""]",XLN,Uncommon
860,Ziatora's Proving Ground,,0,"[""'Land'""]","[""'Swamp'"", ""'Mountain'"", ""'Forest'""]",SNC,Rare
861,Archangel of Wrath,['W'],4,"[""'Creature'""]","[""'Angel'""]",DMU,Rare
862,"Ashnod, Flesh Mechanist",['B'],1,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Artificer'""]",BRO,Rare
863,Audacity,['G'],1,"[""'Enchantment'""]","[""'Aura'""]",BRO,Uncommon
864,Bartolomé del Presidio,"['B', 'W']",2,"[""'Legendary'"", ""'Creature'""]","[""'Vampire'"", ""'Knight'""]",LCI,Uncommon
865,Black Sun's Twilight,['B'],1,"[""'Instant'""]",,ONE,Rare
866,Cacophony Scamp,['R'],1,"[""'Creature'""]","[""'Phyrexian'"", ""'Goblin'"", ""'Warrior'""]",ONE,Uncommon
867,Caves of Koilos,,0,"[""'Land'""]",,9ED,Rare
868,Chrome Host Seedshark,['U'],3,"[""'Creature'""]","[""'Phyrexian'"", ""'Shark'""]",MOM,Rare
869,Copperline Gorge,,0,"[""'Land'""]",,SOM,Rare
870,Courier's Briefcase,['G'],2,"[""'Artifact'""]","[""'Treasure'""]",SNC,Uncommon
871,Darkslick Shores,,0,"[""'Land'""]",,ONE,Rare
872,"Dennick, Pious Apprentice","['U', 'W']",2,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Soldier'""]",MID,Rare
873,Depopulate,['W'],4,"[""'Sorcery'""]",,SNC,Rare
874,Dig Up,['G'],1,"[""'Sorcery'""]",,VOW,Rare
875,Dreamroot Cascade,,0,"[""'Land'""]",,VOW,Rare
876,"Elas il-Kor, Sadistic Pilgrim","['B', 'W']",2,"[""'Legendary'"", ""'Creature'""]","[""'Phyrexian'"", ""'Kor'"", ""'Cleric'""]",DMU,Uncommon
877,Ertai Resurrected,"['B', 'U']",4,"[""'Legendary'"", ""'Creature'""]","[""'Phyrexian'"", ""'Human'"", ""'Wizard'""]",DMU,Rare
878,Experimental Augury,['U'],2,"[""'Instant'""]",,ONE,Common
879,Faerie Mastermind,['U'],2,"[""'Creature'""]","[""'Faerie'"", ""'Rogue'""]",MOM,Rare
880,Fallaji Archaeologist,['U'],2,"[""'Creature'""]","[""'Human'"", ""'Scout'""]",BRO,Common
881,Geological Appraiser,['R'],4,"[""'Creature'""]","[""'Human'"", ""'Artificer'""]",LCI,Uncommon
882,Giant Growth,['G'],1,"[""'Instant'""]",,BRO,Common
883,Herd Migration,['G'],7,"[""'Sorcery'""]",,DMU,Rare
884,Horned Loch-Whale,['U'],6,"[""'Creature'""]","[""'Whale'""]",WOE,Rare
885,Imodane's Recruiter,['R'],3,"[""'Creature'""]","[""'Human'"", ""'Knight'""]",WOE,Uncommon
886,Invasion of Segovia,['U'],3,"[""'Battle'""]","[""'Siege'""]",MOM,Rare
887,Invasion of Zendikar,['G'],4,"[""'Battle'""]","[""'Siege'""]",MOM,Uncommon
888,Kami of Whispered Hopes,['G'],3,"[""'Creature'""]","[""'Spirit'""]",MOM,Uncommon
889,Karplusan Forest,,0,"[""'Land'""]",,9ED,Rare
890,Knight-Errant of Eos,['W'],5,"[""'Creature'""]","[""'Human'"", ""'Knight'""]",MOM,Rare
891,Likeness Looter,"['B', 'U']",2,"[""'Creature'""]","[""'Faerie'"", ""'Shapeshifter'""]",WOE,Rare
892,"Lord Skitter, Sewer King",['B'],3,"[""'Legendary'"", ""'Creature'""]","[""'Rat'"", ""'Noble'""]",WOE,Rare
893,"Ludevic, Necrogenius","['B', 'U']",2,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Wizard'""]",MID,Rare
894,"Malcolm, Alluring Scoundrel",['U'],2,"[""'Legendary'"", ""'Creature'""]","[""'Siren'"", ""'Pirate'""]",LCI,Rare
895,Mirran Banesplitter,['R'],1,"[""'Artifact'""]","[""'Equipment'""]",MOM,Common
896,Nahiri's Warcrafting,['R'],3,"[""'Sorcery'""]",,MOM,Rare
897,"Ozolith, the Shattered Spire",['G'],2,"[""'Legendary'"", ""'Artifact'""]",,MOM,Rare
898,Phyrexian Obliterator,['B'],4,"[""'Creature'""]","[""'Phyrexian'"", ""'Horror'""]",ONE,Mythic
899,Picnic Ruiner,['R'],2,"[""'Creature'""]","[""'Goblin'"", ""'Rogue'""]",WOE,Uncommon
