event id,card name,copies
153,Serum Powder,4
153,Show and Tell,4
153,Sleight of Hand,1
153,Snapback,1
153,Snapcaster Mage,1
153,Sol Ring,7
153,Solitude,2
153,Spell Pierce,4
153,Sphere of Resistance,4
153,Spirit of the Labyrinth,4
153,Spreading Seas,1
153,"Squee, Goblin Nabob",4
153,Stonecoil Serpent,1
153,Street Wraith,4
153,Strip Mine,6
153,Swords to Plowshares,3
153,Teferi's Response,2
153,"Thalia, Guardian of Thraben",7
153,Thassa's Oracle,2
153,The One Ring,12
153,Thorn of Amethyst,1
153,Time Vault,4
153,Time Walk,7
153,Timetwister,1
153,Tinker,3
153,Tolarian Academy,5
153,Treasure Cruise,2
153,Trinisphere,7
153,Tropical Island,3
153,Tundra,4
153,Underground Sea,10
153,Urza's Saga,24
153,Vampiric Tutor,2
153,Vengevine,4
153,Wasteland,24
153,White Plume Adventurer,12
165,Ad Nauseam,1
165,Agadeem's Awakening,4
165,Agatha's Soul Cauldron,4
165,Allosaurus Shepherd,4
165,Ancient Tomb,20
165,Animate Dead,6
165,Anointed Peacekeeper,4
165,Architects of Will,4
165,Archon of Cruelty,3
165,Archon of Emeria,12
165,"Atraxa, Grand Unifier",4
165,Badlands,5
165,Battle Cry Goblin,4
165,Bayou,11
165,Beseech the Mirror,8
165,Birds of Paradise,1
165,Blast Zone,1
165,Blood Moon,5
165,Bloodbraid Marauder,4
165,Bloodstained Mire,5
165,Bojuka Bog,3
165,"Boseiju, Who Endures",2
165,Brainstorm,40
165,Brazen Borrower,6
165,Breya's Apprentice,2
165,Broadside Bombardiers,12
165,Cabal Pit,1
165,Cabal Ritual,6
165,Cabal Therapy,3
165,Castle Locthwain,2
165,Cavern of Souls,16
165,Caves of Chaos Adventurer,12
165,Cephalid Coliseum,1
165,Chain of Smog,3
165,Chalice of the Void,12
165,Chrome Mox,23
165,City of Traitors,18
165,Collector Ouphe,2
165,Colossal Skyturtle,1
165,Crashing Footfalls,6
165,Craterhoof Behemoth,2
165,Crop Rotation,1
165,Currency Converter,2
165,Dark Depths,1
165,Dark Ritual,20
165,Dauthi Voidwalker,11
165,Daze,27
165,Delver of Secrets,12
165,Dragon's Rage Channeler,8
165,Dress Down,8
165,Dryad Arbor,6
165,Echo of Eons,4
165,Elvish Reclaimer,8
165,Elvish Spirit Guide,4
165,Endurance,13
165,Ensnaring Bridge,1
165,Entomb,12
165,Exhume,4
165,Fable of the Mirror-Breaker,16
165,Faithless Looting,4
165,Fatal Push,5
165,Fiend Artisan,8
165,Fire // Ice,4
165,Flooded Strand,15
165,Force of Negation,13
165,Force of Will,44
165,Forest,8
165,Forth Eorlingas!,13
165,Gaea's Cradle,8
165,Gaea's Will,3
165,Gemstone Caverns,1
165,Glassdust Hulk,1
165,Goblin Engineer,4
165,Goblin Matron,4
165,Goblin Rabblemaster,3
165,Goblin Ringleader,4
165,Goblin Warchief,2
165,Goblin Welder,4
165,Great Furnace,4
165,Green Sun's Zenith,13
165,Grief,20
165,Griselbrand,3
165,"Grist, the Hunger Tide",4
165,Hexdrinker,2
165,"Hogaak, Arisen Necropolis",1
165,Hymn to Tourach,3
165,Ignoble Hierarch,9
165,Incubation // Incongruity,4
165,Infernal Tutor,4
165,Invigorate,1
165,Island,16
165,Jetmir's Garden,1
165,Karakas,5
165,Knight of Autumn,1
165,Knight of the Reliquary,6
165,Lair of the Hydra,2
165,Land Grant,1
165,Legolas's Quick Reflexes,2
165,"Leovold, Emissary of Trest",2
165,Leyline Binding,8
165,Life from the Loam,2
165,Lightning Bolt,11
165,Lion's Eye Diamond,8
165,Llanowar Elves,1
165,Lotus Petal,28
165,Lórien Revealed,19
165,Marsh Flats,3
165,Maze of Ith,1
165,"Minsc & Boo, Timeless Heroes",2
165,Mishra's Bauble,7
165,Misty Rainforest,39
165,Molten Collapse,5
165,Mountain,17
165,Mox Diamond,4
165,Mox Opal,4
165,Murderous Cut,2
165,Murktide Regent,19
165,"Muxus, Goblin Grandee",4
165,Mystic Sanctuary,6
165,Mystical Dispute,2
165,Natural Order,6
165,Noble Hierarch,6
165,Nurturing Peatland,2
165,Oath of Ghouls,2
165,Once Upon a Time,12
165,Opposition Agent,4
165,Orcish Bowmasters,47
165,"Otawara, Soaring City",1
165,Phyrexian Devourer,1
165,Phyrexian Dragon Engine,1
165,Plains,10
165,Plateau,6
165,Polluted Delta,27
165,Ponder,40
165,Portal to Phyrexia,1
165,Preordain,4
165,Prismatic Ending,5
165,Prismatic Vista,5
165,Questing Beast,1
165,Reanimate,20
165,Rise // Fall,2
165,Savannah,5
165,Scalding Tarn,7
165,Scavenging Ooze,1
165,Scrubland,2
165,Seasoned Dungeoneer,12
165,Shardless Agent,4
165,Shatterskull Smashing,4
165,Sheoldred's Edict,7
165,"Sheoldred, the Apocalypse",2
165,Simian Spirit Guide,21
165,Sinkhole,4
165,Skirk Prospector,3
165,Snapcaster Mage,1
165,Snow-Covered Island,1
165,Snuff Out,3
165,Solitude,12
165,Spell Pierce,5
165,Stifle,11
165,Street Wraith,3
165,Supreme Verdict,3
165,Swamp,26
165,Swords to Plowshares,19
165,Sylvan Library,2
165,Taiga,3
165,Tarmogoyf,2
165,"Teferi, Time Raveler",6
165,Temporal Mastery,2
165,Tendrils of Agony,2
165,Terminus,4
165,The One Ring,3
165,Thespian's Stage,1
165,Thoughtseize,24
165,Touch the Spirit Realm,2
165,Trinisphere,1
165,Troll of Khazad-dûm,18
165,Tropical Island,13
165,True-Name Nemesis,2
165,Tundra,5
165,Underground Sea,23
165,Undermountain Adventurer,1
165,Unmask,3
165,Up the Beanstalk,8
165,"Uro, Titan of Nature's Wrath",7
165,Urza's Saga,8
165,Vapor Snag,3
165,Vault of Whispers,4
165,Veil of Summer,4
165,Verdant Catacombs,18
165,Violent Outburst,4
165,Volcanic Island,11
165,Wail of the Forgotten,3
165,Walking Ballista,1
165,Wasteland,42
165,Windswept Heath,9
165,Witherbloom Apprentice,2
165,Witherbloom Command,3
165,Wooded Foothills,6
165,Wrenn and Realmbreaker,1
165,Xander's Lounge,2
165,_____ Goblin,4
165,"Éowyn, Fearless Knight",1
166,Abiding Grace,3
166,Academy Ruins,1
166,Agatha's Soul Cauldron,3
166,All Is Dust,1
166,Arid Mesa,5
166,Beseech the Mirror,1
166,Blackcleave Cliffs,21
166,Blast Zone,2
166,Blood Crypt,28
166,Blood Moon,3
166,Bloodchief's Thirst,1
166,Bloodstained Mire,18
166,Blooming Marsh,3
166,Bonecrusher Giant,2
166,"Boseiju, Who Endures",7
166,Breeding Pool,7
166,Cabal Coffers,15
166,Castle Locthwain,4
166,Cavern of Souls,8
166,Chalice of the Void,5
166,Change the Equation,1
166,Chord of Calling,4
166,Cityscape Leveler,1
166,Cling to Dust,8
166,Consider,4
166,Consume Spirit,1
166,Counterspell,12
166,Crashing Footfalls,8
166,Damnation,6
166,Dauthi Voidwalker,32
166,Day's Undoing,1
166,Dead // Gone,8
166,Deeproot Pilgrimage,3
166,Delighted Halfling,8
166,Demolition Field,14
166,Dismember,5
166,Dragon's Rage Channeler,16
166,Dryad Arbor,1
166,Eagles of the North,3
166,Eladamri's Call,1
166,Eldrazi Temple,4
166,Eldritch Evolution,1
166,"Elesh Norn, Mother of Machines",2
166,"Emeria, the Sky Ruin",2
166,"Emrakul, the Promised End",3
166,Engineered Explosives,1
166,Ephemerate,4
166,Erebos's Intervention,1
166,Expedition Map,12
166,Expressive Iteration,16
166,Fable of the Mirror-Breaker,28
166,Fatal Push,30
166,Field of Ruin,18
166,Fiery Islet,3
166,Fire // Ice,11
166,Flame of Anor,6
166,Flamekin Harbinger,4
166,Flooded Strand,18
166,Force of Negation,15
166,Forest,8
166,Fulminator Mage,1
166,Geier Reach Sanitarium,1
166,Gemstone Caverns,2
166,Ghost Quarter,4
166,Gilded Goose,1
166,Grief,28
166,"Grist, the Hunger Tide",4
166,Hall of Storm Giants,1
166,Hallowed Fountain,7
166,"Hapatra, Vizier of Poisons",1
166,Haywire Mite,1
166,Indatha Triome,2
166,Island,27
166,Kami of False Hope,1
166,Karn's Sylex,1
166,"Karn, the Great Creator",24
166,Ketria Triome,2
166,Khalni Garden,1
166,Kolaghan's Command,2
166,"Kroxa, Titan of Death's Hunger",2
166,Lava Dart,4
166,Ledger Shredder,4
166,Legion's End,1
166,Leyline Binding,11
166,Lightning Bolt,29
166,Lord of Atlantis,1
166,Lórien Revealed,13
166,Magus of the Moon,3
166,March of Wretched Sorrow,16
166,Marsh Flats,15
166,Martyr of Sands,2
166,Master of the Pearl Trident,4
166,Matter Reshaper,4
166,Merfolk Trickster,3
166,"Minamo, School at Water's Edge",2
166,Mind Stone,1
166,Mishra's Bauble,16
166,Mistveil Plains,1
166,Misty Rainforest,17
166,Molten Collapse,9
166,Monastery Swiftspear,4
166,Mount Doom,1
166,Mountain,4
166,Murktide Regent,7
166,Mutagenic Growth,2
166,Mutavault,8
166,"Narset, Parter of Veils",3
166,Night's Whisper,3
166,Nihil Spellbomb,1
166,Not Dead After All,28
166,Nurturing Peatland,1
166,"Omnath, Locus of Creation",8
166,"Omnath, Locus of the Roil",1
166,Orcish Bowmasters,46
166,"Otawara, Soaring City",7
166,Overgrown Tomb,2
166,Pendelhaven,1
166,Plains,12
166,Polluted Delta,18
166,Preordain,16
166,Prismatic Ending,9
166,Questing Druid,8
166,"Ragavan, Nimble Pilferer",40
166,Ranger-Captain of Eos,4
166,Raugrin Triome,3
166,Reality Smasher,2
166,Repeal,4
166,Reprieve,2
166,Risen Reef,4
166,Rishadan Dockhand,4
166,Roaming Throne,4
166,Sacred Foundry,2
166,Scalding Tarn,13
166,Serra Paragon,1
166,Shardless Agent,8
166,Sheoldred's Edict,9
166,"Sheoldred, the Apocalypse",22
166,Silvergill Adept,3
166,Skyclave Apparition,3
166,Snow-Covered Island,2
166,Solitude,16
166,Soul-Scar Mage,4
166,Spara's Headquarters,1
166,Spell Pierce,6
166,Spell Snare,2
166,Spirebluff Canal,12
166,Spreading Seas,2
166,Steam Vents,16
166,Stomping Ground,6
166,Stone of Erech,1
166,Strangleroot Geist,1
166,Subtlety,15
166,Sunken Citadel,6
166,Supreme Verdict,5
166,Svyelun of Sea and Sky,4
166,Swamp,55
166,"Takenuma, Abandoned Mire",10
166,"Teferi, Time Raveler",12
166,Temple Garden,2
166,Terminate,12
166,The One Ring,31
166,The Stone Brain,1
166,Thought-Knot Seer,4
166,Thoughtseize,44
166,Thraben Inspector,2
166,Thunderkin Awakener,3
166,Tide Shaper,4
166,Tishana's Tidebinder,17
166,Tolaria West,1
166,Trinket Mage,2
166,Troll of Khazad-dûm,2
166,Twilight Mire,2
166,"Ugin, the Ineffable",1
166,"Ugin, the Spirit Dragon",1
166,Underworld Breach,6
166,Undying Evil,6
166,Unholy Heat,14
166,Unsettled Mariner,3
166,"Urborg, Tomb of Yawgmoth",14
166,Urza's Mine,8
166,Urza's Power Plant,8
166,Urza's Tower,8
166,Verdant Catacombs,19
166,Vesperlark,1
166,Violent Outburst,8
166,Vodalian Hexcatcher,4
166,Walking Ballista,4
166,Wall of Roots,4
166,Warping Wail,5
166,Wastes,2
166,Waterlogged Grove,1
166,Winds of Abandon,2
166,Windswept Heath,11
166,Wooded Foothills,7
166,Wrenn and Six,3
166,"Yawgmoth, Thran Physician",4
166,Young Wolf,4
166,Zagoth Triome,1
166,Zulaport Cutthroat,1
167,All That Glitters,16
167,Ancient Den,16
167,Ardent Recruit,8
167,Ash Barrens,1
167,Augur of Bolas,4
167,Avacyn's Pilgrim,2
167,Axebane Guardian,4
167,Azorius Guildgate,2
167,Azure Fleet Admiral,2
167,Basilisk Gate,4
167,Birchlore Rangers,4
167,Blood Fountain,4
167,Bloodrite Invoker,1
167,Brainstorm,8
167,Breath Weapon,1
167,Chain Lightning,11
167,Chromatic Star,3
167,Citadel Gate,4
167,Counterspell,8
167,Crimson Fleet Commodore,1
167,Darksteel Citadel,2
167,Dawnbringer Cleric,2
167,Deadly Dispute,4
167,Dispel,1
167,Distant Melody,3
167,Drift of Phantasms,4
167,Elvish Mystic,2
167,Elvish Vanguard,4
167,Experimental Synthesizer,24
167,Fiery Cannonade,1
167,Fireblast,1
167,Forest,27
167,Freed from the Real,1
167,Frogmite,12
167,Fyndhorn Elves,2
167,Galvanic Alchemist,1
167,Galvanic Blast,23
167,Gingerbrute,12
167,Glint Hawk,16
167,Goblin Blast-Runner,12
167,Goblin Bushwhacker,10
167,Goblin Grenade,2
167,Goblin Tomb Raider,12
167,Goldmire Bridge,4
167,Great Furnace,24
167,Guardian of the Guildpact,2
167,Heap Gate,1
167,Ichor Wellspring,4
167,Idyllic Beachfront,1
167,Implement of Combustion,8
167,Island,5
167,Izzet Charm,1
167,Jaspera Sentinel,5
167,Journey to Nowhere,4
167,Kor Skyfisher,4
167,Kuldotha Rebirth,12
167,Lead the Stampede,8
167,Lightning Bolt,16
167,Llanowar Elves,2
167,Lose Focus,1
167,Lotus Petal,4
167,Lórien Revealed,7
167,Maestros Theater,1
167,Masked Vandal,1
167,Mountain,39
167,Murmuring Mystic,2
167,Myr Enforcer,16
167,Nettle Sentinel,2
167,Ornithopter,8
167,Orochi Leafcaller,2
167,Overgrown Battlement,4
167,Plains,3
167,Ponder,4
167,Priest of Titania,4
167,Prismatic Strands,4
167,Pulse of Murasa,1
167,Quirion Ranger,8
167,Razortide Bridge,4
167,Reaping the Graves,1
167,Reckless Impulse,6
167,Repository Skaab,1
167,Rustvale Bridge,9
167,Sacred Cat,4
167,Saruli Caretaker,4
167,Sea Gate,4
167,Seal of Fire,6
167,Seat of the Synod,2
167,Secret Door,1
167,Shield-Wall Sentinel,2
167,Silverbluff Bridge,5
167,Skred,4
167,Snow-Covered Island,9
167,Snow-Covered Mountain,3
167,Spell Pierce,4
167,Springleaf Drum,16
167,Squadron Hawk,4
167,Suffocating Fumes,1
167,Swamp,1
167,The Autonomous Furnace,2
167,The Modern Age,4
167,Thoughtcast,8
167,Thraben Inspector,8
167,Timberwatch Elf,4
167,Tinder Wall,2
167,Tithing Blade,4
167,Tolarian Terror,4
167,Tuktuk Rubblefort,1
167,Vault of Whispers,4
167,Vineshaper Prodigy,1
167,Vivien's Grizzly,1
167,Volatile Fjord,4
167,Voldaren Epicure,12
167,Wind-Scarred Crag,2
167,Winding Way,8
167,Wrenn's Resolve,6
168,Abrupt Decay,6
168,Absorb,2
168,Aetherflux Reservoir,1
168,Amalia Benavides Aguirre,4
168,Ancestral Anger,4
168,Arboreal Grazer,4
168,Archfiend of the Dross,3
168,Atarka's Command,4
168,Bala Ged Recovery,3
168,Barkchannel Pathway,7
168,Battlefield Forge,4
168,Beanstalk Giant,8
168,Bedeck // Bedazzle,4
168,Benthic Biomancer,4
168,Bitter Triumph,6
168,Blackcleave Cliffs,6
168,Blightstep Pathway,8
168,Blood Crypt,11
168,Bloodtithe Harvester,8
168,Blooming Marsh,6
168,Bonecrusher Giant,7
168,"Boseiju, Who Endures",7
168,Botanical Sanctum,8
168,Breeding Pool,5
168,Bring to Light,8
168,Brushland,1
168,Castle Ardenvale,1
168,Castle Locthwain,2
168,Castle Vantress,1
168,Cavern of Souls,4
168,Cenote Scout,5
168,"Chandra, Hope's Beacon",1
168,Change the Equation,2
168,Chord of Calling,4
168,Clever Impersonator,2
168,Collected Company,4
168,Concealed Courtyard,3
168,Consign // Oblivion,2
168,Copperline Gorge,4
168,Cragcrown Pathway,5
168,Dark Petition,2
168,Darkbore Pathway,3
168,Deafening Clarion,2
168,Deeproot Pilgrimage,4
168,Defiant Strike,4
168,Den of the Bugbear,3
168,Deserted Beach,4
168,"Dina, Soul Steeper",1
168,Dovin's Veto,3
168,Dragonskull Summit,2
168,Dreadhorde Arcanist,2
168,Drowned Catacomb,2
168,Duress,3
168,"Eiganjo, Seat of the Empire",4
168,"Elesh Norn, Mother of Machines",2
168,Emergent Ultimatum,3
168,Esika's Chariot,4
168,Extinction Event,2
168,Extraction Specialist,1
168,Fable of the Mirror-Breaker,8
168,Fabled Passage,8
168,Farewell,1
168,Fatal Push,8
168,Favored Hoplite,4
168,"Feldon, Ronom Excavator",2
168,Field of Ruin,3
168,Forest,5
168,Gallia of the Endless Dance,2
168,Get Lost,2
168,Gilded Goose,4
168,Glacial Fortress,2
168,"Goddric, Cloaked Reveler",1
168,Godless Shrine,6
168,Gods Willing,4
168,Graveyard Trespasser,5
168,"Greasefang, Okiba Boss",4
168,Greater Tanuki,5
168,Grisly Salvage,4
168,Growth Spiral,4
168,"Gyruda, Doom of Depths",4
168,Hall of Storm Giants,1
168,Hallowed Fountain,6
168,Haunted Ridge,6
168,Hengegate Pathway,6
168,Herd Migration,4
168,Hidden Strings,4
168,Hinterland Harbor,2
168,Hive of the Eye Tyrant,4
168,Homestead Courage,2
168,Horned Loch-Whale,3
168,Illuminator Virtuoso,4
168,Impulse,4
168,Indatha Triome,10
168,Inspiring Vantage,4
168,"Inti, Seneschal of the Sun",5
168,Island,10
168,Jetmir's Garden,3
168,"Kari Zev, Skyship Raider",2
168,Karplusan Forest,4
168,Ketria Triome,7
168,Kolaghan's Command,2
168,"Kroxa, Titan of Death's Hunger",4
168,Kumano Faces Kakkazan,4
168,Kumena's Speaker,4
168,Lair of the Hydra,1
168,Legion Loyalist,1
168,Leyline Binding,12
168,"Lier, Disciple of the Drowned",1
168,Lotus Field,4
168,Lunarch Veteran,4
168,Magma Opus,4
168,Make Disappear,5
168,Mana Confluence,7
168,March of Otherworldly Light,4
168,Memory Deluge,4
168,Merfolk Mistbinder,4
168,Mirrex,1
168,Mistcaller,2
168,Molten Collapse,4
168,Monastery Swiftspear,8
168,Monstrous Rage,4
168,Mountain,9
168,Mutavault,4
168,"Nahiri, the Harbinger",2
168,Needleverge Pathway,7
168,Niv-Mizzet Reborn,6
168,"Niv-Mizzet, Supreme",2
168,"Omnath, Locus of Creation",8
168,Omniscience,1
168,"Otawara, Soaring City",4
168,Overgrown Tomb,4
168,Parhelion II,4
168,Phoenix Chick,4
168,Plains,8
168,Play with Fire,4
168,Pore Over the Pages,4
168,Power Word Kill,2
168,Prosperous Innkeeper,4
168,Quintorius Kand,8
168,Raffine's Informant,4
168,Raffine's Tower,1
168,Ramunap Ruins,2
168,Raugrin Triome,2
168,Razorverge Thicket,6
168,Reckless Rage,4
168,Reckoner Bankbuster,3
168,Release to the Wind,2
168,Restless Anchorage,2
168,Return to the Ranks,3
168,Rootbound Crag,2
168,Sacred Foundry,6
168,"Samut, Vizier of Naktamun",4
168,Savai Triome,4
168,Sentinel of the Nameless City,3
168,Shadows' Verdict,2
168,Shark Typhoon,3
168,"Sheoldred, the Apocalypse",2
168,Shimmer of Possibility,2
168,Silvergill Adept,4
168,Skyclave Apparition,1
168,"Skysovereign, Consul Flagship",2
168,Smuggler's Copter,4
168,"Sokenzan, Crucible of Defiance",6
168,Spara's Headquarters,3
168,Spark Double,8
168,Spikefield Hazard,2
168,"Squee, Dubious Monarch",2
168,Steam Vents,4
168,Stomping Ground,7
168,Sunfall,1
168,Sunpetal Grove,2
168,Supreme Verdict,4
168,Swamp,10
168,Sylvan Caryatid,8
168,Sylvan Scrying,4
168,"Takenuma, Abandoned Mire",4
168,"Teferi, Hero of Dominaria",4
168,Temple Garden,9
168,Temple of Abandon,2
168,Temple of Mystery,6
168,Temporary Lockdown,3
168,Tenth District Legionnaire,4
168,The Wandering Emperor,3
168,Thespian's Stage,4
168,Thoughtseize,12
168,Tishana's Tidebinder,3
168,Torch the Tower,1
168,Traverse the Ulvenwald,2
168,Trumpeting Carnosaur,8
168,Unmoored Ego,2
168,Up the Beanstalk,8
168,"Valki, God of Lies",2
168,Vanishing Verse,8
168,Vessel of Nascency,1
168,Vizier of Tumbling Sands,4
168,Vodalian Hexcatcher,4
168,Voice of Resurgence,2
168,Watery Grave,2
168,Wildgrowth Walker,4
168,Witchstalker Frenzy,2
168,Witherbloom Command,2
168,Yavimaya Coast,1
168,Zagoth Triome,4
168,Ziatora's Proving Ground,2
168,Zurgo Bellstriker,2
169,"Aclazotz, Deepest Betrayal",5
169,Adarkar Wastes,13
169,Ambitious Farmhand,4
169,Annex Sentry,12
169,Anoint with Affliction,3
169,Archangel of Wrath,16
169,"Ashnod, Flesh Mechanist",1
169,"Atraxa, Grand Unifier",12
169,Bitter Triumph,1
169,Blackcleave Cliffs,8
169,Bloated Contaminator,3
169,Bloodthirsty Adversary,12
169,Bloodtithe Harvester,12
169,"Boseiju, Who Endures",5
169,Breach the Multiverse,2
169,Bring the Ending,5
169,Cavern of Souls,25
169,Caves of Koilos,3
169,Charge of the Mites,4
169,Charming Scoundrel,10
169,Consider,4
169,Copperline Gorge,2
169,Crawling Chorus,16
169,Cut Down,18
169,Cut Short,1
169,Darkslick Shores,22
169,Deathcap Glade,2
169,Deep-Cavern Bat,32
169,Demolition Field,1
169,Depopulate,5
169,Deserted Beach,1
169,Destroy Evil,1
169,Dissipate,2
169,Distorted Curiosity,1
169,Dreamroot Cascade,1
169,Duress,1
169,"Eiganjo, Seat of the Empire",4
169,Elspeth's Smite,1
169,Ertai Resurrected,6
169,Experimental Augury,7
169,Fading Hope,12
169,Faerie Mastermind,17
169,"Feldon, Ronom Excavator",3
169,Field of Ruin,4
169,Forest,13
169,Geological Appraiser,12
169,Get Lost,5
169,"Gix, Yawgmoth Praetor",18
169,Glissa Sunslayer,3
169,Go for the Throat,28
169,"Goddric, Cloaked Reveler",9
169,Haughty Djinn,4
169,Haunted Ridge,12
169,Helping Hand,4
169,Herd Migration,16
169,"Inti, Seneschal of the Sun",4
169,Invasion of Amonkhet,4
169,Invasion of Zendikar,16
169,Island,23
169,Jawbone Duelist,14
169,Jetmir's Garden,16
169,Kumano Faces Kakkazan,12
169,Lay Down Arms,4
169,Ledger Shredder,2
169,Leyline Binding,16
169,Lightning Strike,12
169,Liliana of the Veil,3
169,"Ludevic, Necrogenius",1
169,Make Disappear,8
169,"Malcolm, Alluring Scoundrel",4
169,March of Swirling Mist,16
169,Meeting of Minds,2
169,Mirrex,22
169,Mishra's Foundry,9
169,Monastery Mentor,4
169,Monastery Swiftspear,10
169,Monstrous Rage,2
169,Mountain,65
169,Nahiri's Warcrafting,2
169,Negate,1
169,"Nissa, Ascended Animist",3
169,Obscura Storefront,4
169,Ossification,1
169,"Otawara, Soaring City",14
169,Phoenix Chick,4
169,Picklock Prankster,4
169,Plains,26
169,Play with Fire,12
169,Plaza of Heroes,6
169,Preacher of the Schism,26
169,Protect the Negotiators,1
169,Raffine's Tower,5
169,"Raffine, Scheming Seer",4
169,Razorverge Thicket,12
169,Recommission,2
169,Relic of Legends,4
169,Restless Anchorage,6
169,Restless Reef,11
169,Restless Vents,12
169,"Rona, Herald of Invasion",4
169,Sanctuary Warden,1
169,Seachrome Coast,22
169,Serra Paragon,3
169,Serum Snare,16
169,Shattered Sanctum,4
169,"Sheoldred, the Apocalypse",18
169,Shipwreck Marsh,15
169,Shivan Devastator,2
169,Skrelv's Hive,14
169,"Skrelv, Defector Mite",16
169,Sleight of Hand,4
169,"Slogurk, the Overslime",4
169,"Sokenzan, Crucible of Defiance",11
169,Spara's Headquarters,16
169,Spyglass Siren,20
169,"Squee, Dubious Monarch",9
169,Stalactite Stalker,3
169,Subterranean Schooner,14
169,Sulfurous Springs,9
169,Sunfall,16
169,Swamp,34
169,"Takenuma, Abandoned Mire",11
169,Tenacious Underdog,1
169,The Cruelty of Gix,9
169,The Eternal Wanderer,2
169,The Goose Mother,1
169,The Restoration of Eiganjo,4
169,The Seedcore,16
169,The Wandering Emperor,4
169,Thundering Raiju,3
169,Tishana's Tidebinder,8
169,"Titania, Voice of Gaea",2
169,Topiary Stomper,16
169,Trumpeting Carnosaur,18
169,Underground River,20
169,Up the Beanstalk,16
169,Venerated Rotpriest,16
169,Virtue of Persistence,2
169,Wedding Announcement,4
169,Witchstalker Frenzy,9
169,Xander's Lounge,1
169,Yavimaya Coast,9
169,Ziatora's Proving Ground,20
170,Ancestral Recall,4
170,"Atraxa, Grand Unifier",8
170,Bayou,1
170,Bazaar of Baghdad,4
170,Black Lotus,4
170,Bolas's Citadel,2
170,"Boseiju, Who Endures",4
170,Brainstorm,3
170,Cavern of Souls,4
170,Creeping Chill,4
170,Demonic Tutor,3
170,Flash,2
170,Flooded Strand,2
170,Flusterstorm,6
170,Forbidden Orchard,8
170,Force of Negation,6
170,Force of Vigor,6
170,Force of Will,20
170,Gaea's Blessing,1
170,Gitaxian Probe,3
170,Golgari Grave-Troll,1
170,Golgari Thug,4
170,Grafdigger's Cage,1
170,Grief,4
170,Hollow One,4
170,Hullbreacher,4
170,Hurkyl's Recall,1
170,Ichorid,4
170,Island,7
170,"Karn, the Great Creator",1
170,Lotus Petal,1
170,Lórien Revealed,3
170,Mana Crypt,4
170,Mana Vault,1
170,Manifold Key,1
170,Mental Misstep,5
170,Merchant Scroll,1
170,Misty Rainforest,5
170,Monastery Mentor,1
170,Mox Emerald,4
170,Mox Jet,4
170,Mox Opal,2
170,Mox Pearl,4
170,Mox Ruby,3
170,Mox Sapphire,4
170,Mystical Tutor,2
170,Narcomoeba,4
170,"Narset, Parter of Veils",1
170,Noxious Revival,2
170,Oath of Druids,8
170,"Oko, Thief of Crowns",7
170,"Otawara, Soaring City",2
170,Paradoxical Outcome,4
170,Polluted Delta,4
170,Ponder,1
170,Prized Amalgam,4
170,Repeal,1
170,Scalding Tarn,2
170,Sensei's Divining Top,3
170,Serum Powder,4
170,Shambling Shell,4
170,Show and Tell,8
170,Silversmote Ghoul,4
170,Snapcaster Mage,1
170,Snow-Covered Island,1
170,Sol Ring,2
170,Stinkweed Imp,4
170,Strip Mine,2
170,Thieving Skydiver,4
170,Tide Shaper,4
170,Time Vault,1
170,Time Walk,4
170,Tinker,2
170,Tishana's Tidebinder,4
170,Tolarian Academy,1
170,Tropical Island,6
170,True-Name Nemesis,1
170,Tundra,2
170,Underground Sea,5
170,Urza's Saga,8
170,Vampiric Tutor,3
170,Vodalian Hexcatcher,4
170,Volatile Fault,2
170,Wasteland,4
170,Yawgmoth's Will,1
178,Aether Spellbomb,1
178,Ancient Tomb,14
178,Anger,3
178,Animate Dead,1
178,Anje's Ravager,3
178,Arid Mesa,1
178,Badlands,6
178,Basking Rootwalla,4
178,Battle Cry Goblin,4
178,Bayou,3
178,Beseech the Mirror,4
178,Blast Zone,1
178,Blazing Rootwalla,3
178,Blood Moon,2
178,Bloodstained Mire,10
178,Bojuka Bog,1
178,"Boseiju, Who Endures",1
178,Brainstorm,44
178,Brazen Borrower,3
178,Breya's Apprentice,1
178,Broadside Bombardiers,4
178,Burning Wish,4
178,Cabal Ritual,5
178,Castle Locthwain,2
178,Cavern of Souls,7
178,Chalice of the Void,4
178,Chrome Mox,8
178,City of Traitors,4
178,Consider,2
178,Crop Rotation,4
178,Crucible of Worlds,1
178,Dark Depths,2
178,Dark Ritual,16
178,Dauthi Voidwalker,4
178,Daze,30
178,Delver of Secrets,12
178,Doomsday,12
178,Dragon's Rage Channeler,4
178,Dress Down,2
178,Drown in the Loch,1
178,Edge of Autumn,5
178,"Emry, Lurker of the Loch",4
178,Ensnaring Bridge,1
178,Expedition Map,1
178,Exploration,4
178,Fable of the Mirror-Breaker,3
178,Faithless Looting,4
178,Fatal Push,8
178,Fiery Temper,4
178,Flooded Strand,13
178,Force of Negation,2
178,Force of Will,44
178,Forest,1
178,Fury,6
178,Gaea's Will,1
178,Galvanic Relay,3
178,Gemstone Caverns,1
178,Ghost Quarter,1
178,Goblin Engineer,4
178,Goblin Matron,4
178,Goblin Rabblemaster,2
178,Goblin Ringleader,4
178,Goblin Warchief,2
178,Goblin Welder,4
178,Great Furnace,1
178,Grief,16
178,Grindstone,3
178,Hollow One,4
178,Horizon Canopy,1
178,Imperial Recruiter,2
