card id,card name,colors,cmc,type,subtype,MTGO_id,cardset,rarity,foil,latest price
1208,"Ugin, the Ineffable",,6,"[""'Legendary'"", ""'Planeswalker'""]","[""'Ugin'""]",71610,WAR,Rare,0,0.01
1209,Valakut Awakening,['R'],3,"[""'Instant'""]",,83329,ZNR,Rare,0,0.06
1210,Annihilating Glare,['B'],1,"[""'Sorcery'""]",,106375,ONE,Common,0,0.002
1211,Blade of the Oni,['B'],2,"[""'Artifact'"", ""'Creature'""]","[""'Equipment'"", ""'Demon'""]",97098,NEO,Mythic,0,0.02
1212,Invasion of Amonkhet,"['B', 'U']",3,"[""'Battle'""]","[""'Siege'""]",110352,MOM,Uncommon,0,0.003
1213,"Ojer Axonil, Deepest Might",['R'],4,"[""'Legendary'"", ""'Creature'""]","[""'God'""]",117535,LCI,Mythic,1,1.25
1214,Oni-Cult Anvil,"['B', 'R']",2,"[""'Artifact'""]",,97410,NEO,Uncommon,0,0.003
1215,Sunshot Militia,['R'],2,"[""'Creature'""]","[""'Human'"", ""'Soldier'""]",118160,LCI,Common,0,0.002
1216,"Vraan, Executioner Thane",['B'],2,"[""'Legendary'"", ""'Creature'""]","[""'Phyrexian'"", ""'Vampire'""]",106135,ONE,Rare,0,0.006
1217,Bazaar of Baghdad,,0,"[""'Land'""]",,53234,VMA,Mythic,1,0.68
1218,Creeping Chill,['B'],4,"[""'Sorcery'""]",,69505,GRN,Uncommon,0,0.003
1219,Dark Confidant,['B'],2,"[""'Creature'""]","[""'Human'"", ""'Wizard'""]",23084,RAV,Rare,0,0.07
1220,Grafdigger's Cage,,1,"[""'Artifact'""]",,73353,M20,Rare,0,0.09
1221,Hollow One,,5,"[""'Artifact'"", ""'Creature'""]","[""'Golem'""]",64850,HOU,Rare,0,0.02
1222,"Jace, Vryn's Prodigy",['U'],2,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Wizard'""]",57881,ORI,Mythic,1,0.21
1223,Noxious Revival,['G'],1,"[""'Instant'""]",,39922,NPH,Uncommon,0,0.34
1224,Prized Amalgam,"['B', 'U']",3,"[""'Creature'""]","[""'Zombie'""]",60160,SOI,Rare,0,0.02
1225,Serum Powder,,3,"[""'Artifact'""]",,20561,DST,Rare,0,0.05
1226,Shambling Shell,"['B', 'G']",3,"[""'Creature'""]","[""'Plant'"", ""'Zombie'""]",23404,RAV,Common,0,0.002
1227,Silversmote Ghoul,['B'],3,"[""'Creature'""]","[""'Zombie'"", ""'Vampire'""]",81471,M21,Uncommon,0,0.003
1228,Avenging Hunter,['G'],5,"[""'Creature'""]","[""'Dragon'"", ""'Ranger'""]",100458,CLB,Common,0,4.3
1229,Bone Picker,['B'],4,"[""'Creature'""]","[""'Bird'""]",82190,2XM,Common,0,0.002
1230,Bump in the Night,['B'],1,"[""'Sorcery'""]",,42408,ISD,Common,0,0.002
1231,Campfire,,1,"[""'Artifact'""]",,114977,CMM,Common,0,2.58
1232,Carrion Feeder,['B'],1,"[""'Creature'""]","[""'Zombie'""]",36265,PRM,Common,1,0.004
1233,Corrupted Conviction,['B'],1,"[""'Instant'""]",,110032,MOM,Common,0,0.002
1234,Crypt Rats,['B'],3,"[""'Creature'""]","[""'Rat'""]",7509,VI,Common,0,0.7000000000000001
1235,Culling the Weak,['B'],1,"[""'Instant'""]",,10719,EX,Common,0,0.2
1236,Gixian Infiltrator,['B'],2,"[""'Creature'""]","[""'Phyrexian'"", ""'Human'""]",104814,BRO,Common,0,0.002
1237,Goblin Grenade,['R'],1,"[""'Sorcery'""]",,41531,M12,Uncommon,0,0.05
1238,Goldmire Bridge,,0,"[""'Artifact'"", ""'Land'""]",,90875,MH2,Common,0,0.002
1239,Greedy Freebooter,['B'],1,"[""'Creature'""]","[""'Human'"", ""'Pirate'""]",118024,LCI,Common,0,0.002
1240,Nested Shambler,['B'],1,"[""'Creature'""]","[""'Zombie'""]",90563,MH2,Common,0,0.002
1241,Okiba Reckoner Raid,['B'],1,"[""'Enchantment'""]","[""'Saga'""]",97158,NEO,Common,0,0.002
1242,Serrated Scorpion,['B'],1,"[""'Creature'""]","[""'Scorpion'""]",80207,IKO,Common,0,0.002
1243,Shambling Ghast,['B'],1,"[""'Creature'""]","[""'Zombie'""]",91740,AFR,Common,0,0.002
1244,Sign in Blood,['B'],2,"[""'Sorcery'""]",,57138,MM2,Common,0,0.002
1245,Soul Reap,['B'],2,"[""'Sorcery'""]",,30014,EVE,Common,0,0.08
1246,Sovereign's Bite,['B'],2,"[""'Sorcery'""]",,68401,M19,Common,0,0.002
1247,Spinning Darkness,['B'],6,"[""'Instant'""]",,9151,WL,Common,0,7.0
1248,Supernatural Stamina,['B'],1,"[""'Instant'""]",,115475,CMM,Common,0,0.002
1249,Tragic Slip,['B'],1,"[""'Instant'""]",,115483,CMM,Common,0,0.002
1250,Tyrant's Choice,['B'],2,"[""'Sorcery'""]",,53195,VMA,Common,0,0.002
1251,Village Rites,['B'],1,"[""'Instant'""]",,87567,KHM,Common,0,0.002
1252,Witch's Cottage,,0,"[""'Land'""]","[""'Swamp'""]",78644,ELD,Common,0,0.002
1253,Atarka's Command,"['G', 'R']",2,"[""'Instant'""]",,56040,DTK,Rare,0,0.03
1254,Barkchannel Pathway,,0,"[""'Land'""]",,87845,KHM,Rare,0,0.14
1255,Beanstalk Giant,['G'],7,"[""'Creature'""]","[""'Giant'""]",78428,ELD,Uncommon,0,0.003
1256,Burning-Tree Emissary,"['G', 'R']",2,"[""'Creature'""]","[""'Human'"", ""'Shaman'""]",101863,2X2,Common,1,0.004
1257,Clever Impersonator,['U'],4,"[""'Creature'""]","[""'Shapeshifter'""]",54318,KTK,Mythic,0,0.22
1258,Dreadbore,"['B', 'R']",2,"[""'Sorcery'""]",,46443,RTR,Rare,0,0.007
1259,Escape to the Wilds,"['G', 'R']",5,"[""'Sorcery'""]",,78522,ELD,Rare,0,0.006
1260,Giant Killer,['W'],1,"[""'Creature'""]","[""'Human'"", ""'Peasant'""]",78118,ELD,Rare,0,0.008
1261,Greater Tanuki,['G'],6,"[""'Enchantment'"", ""'Creature'""]","[""'Dog'""]",97318,NEO,Common,0,0.002
1262,"Gyruda, Doom of Depths","['B', 'U']",6,"[""'Legendary'"", ""'Creature'""]","[""'Demon'"", ""'Kraken'""]",80451,IKO,Rare,0,0.006
1263,Hostage Taker,"['B', 'U']",4,"[""'Creature'""]","[""'Human'"", ""'Pirate'""]",69987,PRM,Rare,0,0.006
1264,Legion Loyalist,['R'],1,"[""'Creature'""]","[""'Goblin'"", ""'Soldier'""]",47787,GTC,Rare,0,0.07
1265,Magma Opus,"['R', 'U']",8,"[""'Instant'""]",,88913,STX,Mythic,0,4.18
1266,Quintorius Kand,"['R', 'W']",5,"[""'Legendary'"", ""'Planeswalker'""]","[""'Quintorius'""]",117672,LCI,Mythic,0,0.41000000000000003
1267,Shefet Dunes,,0,"[""'Land'""]","[""'Desert'""]",64890,HOU,Uncommon,0,0.003
1268,Spark Double,['U'],4,"[""'Creature'""]","[""'Illusion'""]",71742,WAR,Rare,0,0.2
1269,Temple of Abandon,,0,"[""'Land'""]",,79612,THB,Rare,0,0.006
1270,Temple of Mystery,,0,"[""'Land'""]",,81735,M21,Rare,0,0.006
1271,Venerated Loxodon,['W'],5,"[""'Creature'""]","[""'Elephant'"", ""'Cleric'""]",69433,GRN,Rare,0,0.007
1272,"Vraska, Golgari Queen","['B', 'G']",4,"[""'Legendary'"", ""'Planeswalker'""]","[""'Vraska'""]",69799,GRN,Mythic,0,0.03
1273,Warden of the Inner Sky,['W'],1,"[""'Creature'""]","[""'Human'"", ""'Soldier'""]",117570,LCI,Rare,0,0.21
1274,Zurgo Bellstriker,['R'],1,"[""'Legendary'"", ""'Creature'""]","[""'Orc'"", ""'Warrior'""]",56050,DTK,Rare,0,0.006
1275,Confounding Riddle,['U'],3,"[""'Instant'""]",,117890,LCI,Uncommon,0,0.003
1276,Hidetsugu and Kairi,"['B', 'U']",5,"[""'Legendary'"", ""'Creature'""]","[""'Ogre'"", ""'Demon'"", ""'Dragon'""]",109538,MOM,Rare,0,0.006
1277,Siphon Insight,"['B', 'U']",2,"[""'Instant'""]",,93488,MID,Rare,0,0.03
1278,Basking Rootwalla,['G'],1,"[""'Creature'""]","[""'Lizard'""]",52963,VMA,Common,0,0.002
1279,Blazing Rootwalla,['R'],1,"[""'Creature'""]","[""'Lizard'""]",90603,MH2,Uncommon,0,0.003
1280,Bloodghast,['B'],2,"[""'Creature'""]","[""'Vampire'"", ""'Spirit'""]",34688,ZEN,Rare,0,0.1
1281,"Boromir, Warden of the Tower",['W'],3,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Soldier'""]",111620,LTR,Rare,0,0.007
1282,Containment Priest,['W'],2,"[""'Creature'""]","[""'Human'"", ""'Cleric'""]",81253,M21,Rare,0,0.42
1283,Deathrite Shaman,"['B', 'G']",1,"[""'Creature'""]","[""'Elf'"", ""'Shaman'""]",46777,RTR,Rare,0,0.04
1284,Force of Vigor,['G'],4,"[""'Instant'""]",,91309,PRM,Rare,0,10.43
1285,Leonin Arbiter,['W'],2,"[""'Creature'""]","[""'Cat'"", ""'Cleric'""]",38451,SOM,Rare,0,0.007
1286,Pyroblast,['R'],1,"[""'Instant'""]",,60944,EMA,Uncommon,1,4.82
1287,Samwise the Stouthearted,['W'],2,"[""'Legendary'"", ""'Creature'""]","[""'Halfling'"", ""'Peasant'""]",111966,LTR,Uncommon,0,0.003
1288,"Tezzeret, Agent of Bolas","['B', 'U']",4,"[""'Legendary'"", ""'Planeswalker'""]","[""'Tezzeret'""]",39301,MBS,Mythic,0,0.02
1289,Vengevine,['G'],4,"[""'Creature'""]","[""'Elemental'""]",49844,PRM,Mythic,0,0.33
1290,Baleful Strix,"['B', 'U']",2,"[""'Artifact'"", ""'Creature'""]","[""'Bird'""]",53015,VMA,Rare,0,0.15
1291,Cloudpost,,0,"[""'Land'""]","[""'Locus'""]",20191,MRD,Common,0,0.002
1292,Crystal Vein,,0,"[""'Land'""]",,43092,PD3,Uncommon,1,0.09
1293,Dack Fayden,"['R', 'U']",3,"[""'Legendary'"", ""'Planeswalker'""]","[""'Dack'""]",52985,VMA,Mythic,0,1.15
1294,Doomsday,['B'],3,"[""'Sorcery'""]",,61058,PRM,Rare,0,4.91
1295,Dream's Grip,['U'],1,"[""'Instant'""]",,20107,MRD,Common,0,0.002
1296,Edge of Autumn,['G'],2,"[""'Sorcery'""]",,86777,TSR,Common,0,0.002
1297,Eye of Ugin,,0,"[""'Legendary'"", ""'Land'""]",,57165,MM2,Rare,1,0.01
1298,Glacial Chasm,,0,"[""'Land'""]",,46251,V12,Mythic,1,2.35
1299,Glimmerpost,,0,"[""'Land'""]","[""'Locus'""]",38259,SOM,Common,0,0.002
1300,Goblin Chieftain,['R'],3,"[""'Creature'""]","[""'Goblin'""]",41213,M12,Rare,0,0.006
1301,Palace Jailer,['W'],4,"[""'Creature'""]","[""'Human'"", ""'Soldier'""]",115194,CMM,Uncommon,1,0.09
1302,Personal Tutor,['U'],1,"[""'Sorcery'""]",,115320,CMM,Rare,1,1.5
1303,Plague Engineer,['B'],3,"[""'Creature'""]","[""'Phyrexian'"", ""'Carrier'""]",72572,MH1,Rare,0,0.23
1304,Sakashima the Impostor,['U'],4,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Rogue'""]",22092,SOK,Rare,0,0.007
1305,Sneak Attack,['R'],4,"[""'Enchantment'""]",,115924,WOT,Mythic,0,0.09
1306,Staff of the Storyteller,['W'],2,"[""'Artifact'""]",,106783,ONC,Rare,0,2.58
1307,True-Name Nemesis,['U'],3,"[""'Creature'""]","[""'Merfolk'"", ""'Rogue'""]",69268,PRM,Rare,0,0.24
1308,"Urza, Lord High Artificer",['U'],4,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Artificer'""]",72522,MH1,Mythic,0,0.42
1309,Farseek,['G'],2,"[""'Sorcery'""]",,45724,M13,Common,0,0.002
1310,Gaea's Might,['G'],1,"[""'Instant'""]",,102804,DMU,Common,0,0.002
1311,Pyromancer Ascension,['R'],2,"[""'Enchantment'""]",,34820,ZEN,Rare,0,0.006
1312,Spike Feeder,['G'],3,"[""'Creature'""]","[""'Spike'""]",26118,TSB,Rare,1,0.04
1313,Barbed Batterfist,['R'],2,"[""'Artifact'""]","[""'Equipment'""]",106457,ONE,Common,0,0.002
1314,Barren Moor,,0,"[""'Land'""]",,53055,VMA,Common,0,0.002
1315,Boarding Party,['R'],6,"[""'Creature'""]","[""'Human'"", ""'Pirate'""]",85108,CMR,Common,0,6.88
1316,Cauldron Familiar,['B'],1,"[""'Creature'""]","[""'Cat'""]",78274,ELD,Uncommon,0,0.003
1317,Evincar's Justice,['B'],4,"[""'Sorcery'""]",,56450,TPR,Uncommon,0,0.04
1318,Firebolt,['R'],1,"[""'Sorcery'""]",,60939,EMA,Common,0,0.002
1319,Gearseeker Serpent,['U'],7,"[""'Creature'""]","[""'Serpent'""]",61895,KLD,Common,0,0.002
1320,Goliath Paladin,['W'],5,"[""'Creature'""]","[""'Giant'"", ""'Knight'""]",100034,CLB,Common,0,4.74
1321,Guildsworn Prowler,['B'],2,"[""'Creature'""]","[""'Tiefling'"", ""'Rogue'"", ""'Assassin'""]",100276,CLB,Common,0,2.6
1322,Ill-Gotten Inheritance,['B'],4,"[""'Enchantment'""]",,120681,RVR,Common,0,0.002
1323,Krenko's Command,['R'],2,"[""'Sorcery'""]",,120757,RVR,Common,0,0.002
1324,Mogg Raider,['R'],1,"[""'Creature'""]","[""'Goblin'""]",9575,TE,Common,0,0.04
1325,Nettle Sentinel,['G'],1,"[""'Creature'""]","[""'Elf'"", ""'Warrior'""]",29974,EVE,Common,0,0.14
1326,Palace Sentinels,['W'],4,"[""'Creature'""]","[""'Human'"", ""'Soldier'""]",115195,CMM,Common,0,0.12
1327,Pristine Talisman,,3,"[""'Artifact'""]",,40074,PRM,Common,0,0.002
1328,Rolling Thunder,['R'],2,"[""'Sorcery'""]",,58745,BFZ,Uncommon,0,0.003
1329,Self-Assembler,,5,"[""'Artifact'"", ""'Creature'""]","[""'Assembly-Worker'""]",67376,A25,Common,0,0.002
1330,Smoldering Crater,,0,"[""'Land'""]",,108043,DMR,Common,0,0.002
1331,Urborg Repossession,['B'],1,"[""'Sorcery'""]",,102704,DMU,Common,0,0.002
1332,Volcanic Spite,['R'],2,"[""'Instant'""]",,110208,MOM,Common,0,0.002
1333,Bedeck // Bedazzle,"['B', 'R']",8,"[""'Instant'""]",,71446,RNA,Rare,0,0.006
1334,Bile Blight,['B'],2,"[""'Instant'""]",,53838,PRM,Uncommon,0,0.003
1335,Claim the Firstborn,['R'],1,"[""'Sorcery'""]",,89131,STA,Uncommon,0,0.003
1336,Commit // Memory,['U'],10,"[""'Instant'""]",,64032,AKH,Rare,0,0.006
1337,Connive // Concoct,"['U', 'B']",9,"[""'Sorcery'""]",,69825,GRN,Rare,0,0.006
1338,Consign // Oblivion,['U'],7,"[""'Instant'""]",,64790,HOU,Uncommon,0,0.003
1339,Creative Outburst,"['R', 'U']",7,"[""'Instant'""]",,88849,STX,Uncommon,0,0.003
1340,Elemental Masterpiece,"['R', 'U']",7,"[""'Sorcery'""]",,88871,STX,Common,0,0.002
1341,Hazoret the Fervent,['R'],4,"[""'Legendary'"", ""'Creature'""]","[""'God'""]",63874,AKH,Mythic,0,0.04
1342,"Kalitas, Traitor of Ghet",['B'],4,"[""'Legendary'"", ""'Creature'""]","[""'Vampire'"", ""'Warrior'""]",59417,OGW,Mythic,0,0.2
1343,"Kari Zev, Skyship Raider",['R'],2,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Pirate'""]",62745,AER,Rare,0,0.006
1344,"Klothys, God of Destiny","['G', 'R']",3,"[""'Legendary'"", ""'Enchantment'"", ""'Creature'""]","[""'God'""]",79564,THB,Mythic,0,0.2
1345,Lovestruck Beast,['G'],3,"[""'Creature'""]","[""'Beast'"", ""'Noble'""]",78468,ELD,Rare,0,0.007
1346,Mayhem Devil,"['B', 'R']",3,"[""'Creature'""]","[""'Devil'""]",72014,WAR,Uncommon,0,0.003
1347,Release to the Wind,['U'],3,"[""'Instant'""]",,66545,RIX,Rare,0,0.006
1348,Robber of the Rich,['R'],2,"[""'Creature'""]","[""'Human'"", ""'Archer'"", ""'Rogue'""]",78406,ELD,Mythic,0,0.03
1349,Selfless Glyphweaver,['W'],3,"[""'Creature'""]","[""'Human'"", ""'Cleric'""]",88811,STX,Rare,0,0.006
1350,Silundi Vision,['U'],3,"[""'Instant'""]",,83115,ZNR,Uncommon,0,0.003
1351,Temple of Deceit,,0,"[""'Land'""]",,79614,THB,Rare,0,0.006
1352,Temple of Triumph,,0,"[""'Land'""]",,81739,M21,Rare,0,0.006
1353,Torrential Gearhulk,['U'],6,"[""'Artifact'"", ""'Creature'""]","[""'Construct'""]",61917,KLD,Mythic,0,0.05
1354,Unlucky Witness,['R'],1,"[""'Creature'""]","[""'Human'"", ""'Citizen'""]",98475,SNC,Uncommon,0,0.003
1355,Witch's Oven,,1,"[""'Artifact'""]",,78620,ELD,Uncommon,0,0.003
1356,Embereth Veteran,['R'],1,"[""'Creature'""]","[""'Human'"", ""'Knight'""]",116574,WOE,Uncommon,0,0.003
1357,Invasion of Gobakhan,['W'],2,"[""'Battle'""]","[""'Siege'""]",109846,MOM,Rare,0,0.9
1358,Invasion of Tarkir,['R'],2,"[""'Battle'""]","[""'Siege'""]",110158,MOM,Mythic,0,1.27
1359,Obliterating Bolt,['R'],2,"[""'Sorcery'""]",,104908,BRO,Uncommon,0,0.003
1360,Redcap Gutter-Dweller,['R'],4,"[""'Creature'""]","[""'Goblin'"", ""'Warrior'""]",116620,WOE,Rare,0,0.006
1361,Spectral Adversary,['U'],2,"[""'Creature'""]","[""'Spirit'""]",93100,MID,Mythic,0,0.07
1362,Chief of the Foundry,,3,"[""'Artifact'"", ""'Creature'""]","[""'Construct'""]",82510,2XM,Uncommon,0,0.003
1363,Foundry Inspector,,3,"[""'Artifact'"", ""'Creature'""]","[""'Construct'""]",114999,CMM,Common,0,0.002
1364,Lupine Prototype,,2,"[""'Artifact'"", ""'Creature'""]","[""'Wolf'"", ""'Construct'""]",61494,EMN,Rare,0,0.006
1365,Master of Death,"['B', 'U']",3,"[""'Creature'""]","[""'Zombie'"", ""'Wizard'""]",90787,MH2,Rare,0,0.006
1366,Repeal,['U'],1,"[""'Instant'""]",,120647,RVR,Common,0,0.002
1367,Scrapyard Recombiner,,3,"[""'Artifact'"", ""'Creature'""]","[""'Construct'""]",72826,MH1,Rare,0,0.006
1368,Skullclamp,,1,"[""'Artifact'""]","[""'Equipment'""]",53226,VMA,Mythic,1,0.5700000000000001
1369,Snapback,['U'],2,"[""'Instant'""]",,86537,TSR,Common,0,0.002
1370,"Squee, Goblin Nabob",['R'],3,"[""'Legendary'"", ""'Creature'""]","[""'Goblin'""]",27114,10E,Rare,0,0.007
1371,Steel Overseer,,2,"[""'Artifact'"", ""'Creature'""]","[""'Construct'""]",37418,M11,Rare,0,0.006
1372,Thieving Skydiver,['U'],2,"[""'Creature'""]","[""'Merfolk'"", ""'Rogue'""]",83127,ZNR,Rare,0,0.007
1373,Tide Shaper,['U'],1,"[""'Creature'""]","[""'Merfolk'"", ""'Wizard'""]",90517,MH2,Uncommon,0,0.003
1374,Urza's Incubator,,3,"[""'Artifact'""]",,108008,DMR,Mythic,1,0.9400000000000001
1375,Vodalian Hexcatcher,['U'],2,"[""'Creature'""]","[""'Merfolk'"", ""'Wizard'""]",102626,DMU,Rare,0,1.56
1376,Volatile Fault,,0,"[""'Land'""]","[""'Cave'""]",118420,LCI,Uncommon,0,0.003
1377,Allosaurus Shepherd,['G'],1,"[""'Creature'""]","[""'Elf'"", ""'Shaman'""]",102281,PRM,Mythic,0,2.0
1378,Basalt Monolith,,3,"[""'Artifact'""]",,82499,2XM,Uncommon,1,0.08
1379,"Comet, Stellar Pup","['R', 'W']",4,"[""'Legendary'"", ""'Planeswalker'""]","[""'Comet'""]",115784,UNF,Mythic,0,0.6900000000000001
1380,Craterhoof Behemoth,['G'],8,"[""'Creature'""]","[""'Beast'""]",43921,AVR,Mythic,0,0.22
1381,Defense Grid,,2,"[""'Artifact'""]",,22447,9ED,Rare,0,0.29
1382,Ensnaring Bridge,,3,"[""'Artifact'""]",,19315,8ED,Rare,0,3.09
1383,Fiend Artisan,"['B', 'G']",2,"[""'Creature'""]","[""'Nightmare'""]",80449,IKO,Mythic,0,2.18
1384,Gaea's Cradle,,0,"[""'Legendary'"", ""'Land'""]",,59655,PRM,Mythic,0,13.52
1385,Goblin Engineer,['R'],2,"[""'Creature'""]","[""'Goblin'"", ""'Artificer'""]",72628,MH1,Rare,0,0.09
1386,Goblin Welder,['R'],1,"[""'Creature'""]","[""'Goblin'"", ""'Artificer'""]",54727,C14,Rare,0,3.79
1387,Invigorate,['G'],3,"[""'Instant'""]",,60949,EMA,Uncommon,0,0.003
1388,Memory's Journey,['U'],2,"[""'Instant'""]",,42808,ISD,Uncommon,0,0.003
1389,Natural Order,['G'],4,"[""'Sorcery'""]",,89165,STA,Mythic,0,1.77
1390,Phyrexian Dragon Engine,,3,"[""'Artifact'"", ""'Creature'""]","[""'Phyrexian'"", ""'Dragon'""]",104944,BRO,Rare,0,0.02
1391,Red Elemental Blast,['R'],1,"[""'Instant'""]",,43610,PRM,Uncommon,0,3.8
1392,Turntimber Symbiosis,['G'],7,"[""'Sorcery'""]",,83868,PRM,Mythic,0,1.9500000000000002
1393,Urza's Workshop,,0,"[""'Land'""]","[""'Urza's'""]",105216,BRC,Rare,0,8.38
1394,Voltaic Key,,1,"[""'Artifact'""]",,37308,M11,Uncommon,0,0.003
1395,Wild Cantor,"['G', 'R']",1,"[""'Creature'""]","[""'Human'"", ""'Druid'""]",23753,GPT,Common,0,0.002
1396,Cityscape Leveler,,8,"[""'Artifact'"", ""'Creature'""]","[""'Construct'""]",105858,PRM,Mythic,0,1.99
1397,Deeproot Pilgrimage,['U'],2,"[""'Enchantment'""]",,117894,LCI,Rare,0,0.21
1398,Feign Death,['B'],1,"[""'Instant'""]",,91708,AFR,Common,0,0.002
1399,Hanweir Battlements,,0,"[""'Land'""]",,61228,EMN,Rare,0,0.007
1400,Kessig Wolf Run,,0,"[""'Land'""]",,42586,ISD,Rare,0,0.006
1401,Lord of Atlantis,['U'],2,"[""'Creature'""]","[""'Merfolk'""]",117368,SPG,Rare,0,1.33
1402,Mana Tithe,['W'],1,"[""'Instant'""]",,86415,TSR,Common,0,0.02
1403,Master of the Pearl Trident,['U'],2,"[""'Creature'""]","[""'Merfolk'""]",45636,M13,Rare,0,0.03
1404,Merfolk Trickster,['U'],2,"[""'Creature'""]","[""'Merfolk'"", ""'Wizard'""]",67577,DAR,Uncommon,0,0.003
1405,Oath of Nissa,['G'],1,"[""'Legendary'"", ""'Enchantment'""]",,59393,OGW,Rare,0,0.05
1406,Rishadan Dockhand,['U'],1,"[""'Creature'""]","[""'Merfolk'""]",90487,MH2,Rare,0,0.006
1407,Shadow of Doubt,"['B', 'U']",2,"[""'Instant'""]",,23574,RAV,Rare,0,0.007
1408,Souls of the Lost,['B'],2,"[""'Creature'""]","[""'Spirit'""]",117596,LCI,Rare,0,0.1
1409,Svyelun of Sea and Sky,['U'],3,"[""'Legendary'"", ""'Creature'""]","[""'Merfolk'"", ""'God'""]",90511,MH2,Mythic,0,1.51
1410,Thran Spider,,3,"[""'Artifact'"", ""'Creature'""]","[""'Spider'""]",105133,BRO,Rare,1,0.01
1411,Ardent Elementalist,['R'],4,"[""'Creature'""]","[""'Human'"", ""'Shaman'""]",93222,MID,Common,0,0.002
1412,Brinebarrow Intruder,['U'],1,"[""'Creature'""]","[""'Human'"", ""'Rogue'""]",87423,KHM,Common,0,0.002
1413,Crawl from the Cellar,['B'],1,"[""'Sorcery'""]",,93138,MID,Common,0,0.002
1414,Drown in Sorrow,['B'],3,"[""'Sorcery'""]",,115408,CMM,Common,1,0.14
1415,Electrickery,['R'],1,"[""'Instant'""]",,46339,RTR,Common,0,0.002
1416,Faerie Miscreant,['U'],1,"[""'Creature'""]","[""'Faerie'"", ""'Rogue'""]",73015,M20,Common,0,0.002
1417,Firebrand Archer,['R'],2,"[""'Creature'""]","[""'Human'"", ""'Archer'""]",64668,HOU,Common,0,0.002
1418,Late to Dinner,['W'],4,"[""'Sorcery'""]",,90407,MH2,Common,0,0.002
1419,Scholar of Athreos,['W'],3,"[""'Creature'""]","[""'Human'"", ""'Cleric'""]",50450,THS,Common,0,0.002
1420,Smoke Shroud,['U'],2,"[""'Enchantment'""]","[""'Aura'""]",72510,MH1,Common,0,0.002
1421,Stonehorn Dignitary,['W'],4,"[""'Creature'""]","[""'Rhino'"", ""'Soldier'""]",41397,M12,Common,0,0.002
1422,Wellwisher,['G'],2,"[""'Creature'""]","[""'Elf'""]",18119,ONS,Common,0,0.005
1423,Botanical Sanctum,,0,"[""'Land'""]",,61853,KLD,Rare,0,0.26
1424,Heartless Act,['B'],2,"[""'Instant'""]",,80191,IKO,Uncommon,0,0.003
1425,Render Silent,"['U', 'W']",3,"[""'Instant'""]",,48202,DGM,Rare,0,0.006
1426,Shimmer of Possibility,['U'],2,"[""'Sorcery'""]",,71102,RNA,Common,0,0.002
1427,Soaring Thought-Thief,"['B', 'U']",2,"[""'Creature'""]","[""'Human'"", ""'Rogue'""]",83467,ZNR,Uncommon,0,0.003
1428,Thieves' Guild Enforcer,['B'],1,"[""'Creature'""]","[""'Human'"", ""'Rogue'""]",81477,M21,Rare,0,0.03
1429,Wild Slash,['R'],1,"[""'Instant'""]",,55592,FRF,Uncommon,0,0.003
1430,Beast Within,['G'],3,"[""'Instant'""]",,39884,NPH,Uncommon,0,0.33
1431,Kogla and Yidaro,"['G', 'R']",6,"[""'Legendary'"", ""'Creature'""]","[""'Ape'"", ""'Dinosaur'"", ""'Turtle'""]",110402,MOM,Rare,0,0.006
1432,Pyrokinesis,['R'],6,"[""'Instant'""]",,60788,EMA,Rare,1,1.9300000000000002
1433,Seal of Cleansing,['W'],2,"[""'Enchantment'""]",,60885,EMA,Common,0,0.002
1434,Teferi's Response,['U'],2,"[""'Instant'""]",,14628,IN,Rare,1,3.21
1435,Tinder Wall,['G'],1,"[""'Creature'""]","[""'Plant'"", ""'Wall'""]",62483,PRM,Common,0,0.002
1436,"Atris, Oracle of Half-Truths","['B', 'U']",4,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Advisor'""]",109290,MUL,Rare,0,0.006
1437,Auriok Salvagers,['W'],4,"[""'Creature'""]","[""'Human'"", ""'Soldier'""]",82046,2XM,Uncommon,0,0.003
1438,"Barrin, Tolarian Archmage",['U'],3,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Wizard'""]",81317,M21,Rare,0,0.006
1439,Breakthrough,['U'],1,"[""'Sorcery'""]",,101566,2X2,Uncommon,0,0.003
1440,Gemstone Mine,,0,"[""'Land'""]",,108139,DMR,Rare,0,1.19
1441,Gilded Drake,['U'],2,"[""'Creature'""]","[""'Drake'""]",11976,UZ,Rare,1,7.99
1442,Goblin Cratermaker,['R'],2,"[""'Creature'""]","[""'Goblin'"", ""'Warrior'""]",69579,GRN,Uncommon,0,0.003
1443,Greater Gargadon,['R'],10,"[""'Creature'""]","[""'Beast'""]",25581,TSP,Rare,0,0.006
1444,Legion Warboss,['R'],3,"[""'Creature'""]","[""'Goblin'"", ""'Soldier'""]",69591,GRN,Rare,0,0.009000000000000001
1445,Lion Sash,['W'],2,"[""'Artifact'"", ""'Creature'""]","[""'Equipment'"", ""'Cat'""]",96962,NEO,Rare,0,0.07
