card id,card name,colors,cmc,type
1107,"Raffine, Scheming Seer","['B', 'U', 'W']",3,Legendary Creature — Sphinx Demon
1108,Recommission,['W'],2,Sorcery
1109,Rite of Harmony,"['G', 'W']",2,Instant
1110,Spirited Companion,['W'],2,Enchantment Creature — Dog
1111,Teachings of the Kirin,['G'],2,Enchantment — Saga
1112,Tyvar's Stand,['G'],1,Instant
1113,"Vohar, Vodalian Desecrator","['B', 'U']",2,Legendary Creature — Phyrexian Merfolk Wizard
1114,Agadeem's Awakening,['B'],3,Sorcery
1115,Balustrade Spy,['B'],4,Creature — Vampire Rogue
1116,Brutal Cathar,['W'],3,Creature — Human Soldier Werewolf
1117,"Narset, Parter of Veils",['U'],3,Legendary Planeswalker — Narset
1118,Undercity Informer,['B'],3,Creature — Human Rogue
1119,Birds of Paradise,['G'],1,Creature — Bird
1120,"Boseiju, Who Shelters All",,0,Legendary Land
1121,Cabal Ritual,['B'],2,Instant
1122,Cunning Wish,['U'],3,Instant
1123,"Dovin, Hand of Control","['U', 'W']",3,Legendary Planeswalker — Dovin
1124,"Ezuri, Claw of Progress","['G', 'U']",4,Legendary Creature — Phyrexian Elf Warrior
1125,Gaea's Will,['G'],0,Sorcery
1126,Galvanic Relay,['R'],3,Sorcery
1127,Ice-Fang Coatl,"['G', 'U']",2,Snow Creature — Snake
1128,Intuition,['U'],3,Instant
1129,Neoform,"['G', 'U']",2,Sorcery
1130,Palantír of Orthanc,,3,Legendary Artifact
1131,Plateau,,0,Land — Mountain Plains
1132,Saw in Half,['B'],3,Instant
1133,Song of Creation,"['G', 'R', 'U']",4,Enchantment
1134,"Starscream, Power Hungry",['B'],4,Legendary Artifact Creature — Robot
1135,Veil of Summer,['G'],1,Instant
1136,Assassin's Trophy,"['B', 'G']",2,Instant
1137,Augur of Autumn,['G'],3,Creature — Human Druid
1138,Boros Charm,"['R', 'W']",2,Instant
1139,Colossus Hammer,,1,Artifact — Equipment
1140,Day's Undoing,['U'],3,Sorcery
1141,Eidolon of the Great Revel,['R'],2,Enchantment Creature — Spirit
1142,Forge Anew,['W'],3,Enchantment
1143,Geier Reach Sanitarium,,0,Legendary Land
1144,Goblin Guide,['R'],1,Creature — Goblin Scout
1145,Golgari Rot Farm,,0,Land
1146,Lava Spike,['R'],1,Sorcery — Arcane
1147,Lightning Helix,"['R', 'W']",2,Instant
1148,Maelstrom Pulse,"['B', 'G']",3,Sorcery
1149,Malakir Rebirth,['B'],1,Instant
1150,Puresteel Paladin,['W'],2,Creature — Human Knight
1151,Rift Bolt,['R'],3,Sorcery
1152,Seasoned Pyromancer,['R'],3,Creature — Human Shaman
1153,Shadow Prophecy,['B'],3,Instant
1154,Sigarda's Aid,['W'],1,Enchantment
1155,Skewer the Critics,['R'],3,Sorcery
1156,Steelshaper's Gift,['W'],1,Sorcery
1157,Sunbaked Canyon,,0,Land
1158,Surge of Salvation,['W'],1,Instant
1159,Accumulated Knowledge,['U'],2,Instant
1160,Arcane Denial,['U'],2,Instant
1161,Fog,['G'],1,Instant
1162,Quandrix Campus,,0,Land
1163,Radiant Fountain,,0,Land
1164,Rally the Peasants,['W'],3,Instant
1165,Repository Skaab,['U'],4,Creature — Zombie
1166,Rimewood Falls,,0,Snow Land — Forest Island
1167,Secret Door,['U'],1,Artifact Creature — Wall
1168,Spare Supplies,,2,Artifact
1169,Terramorphic Expanse,,0,Land
1170,Third Path Savant,['U'],3,Creature — Human Wizard
1171,Thrilling Discovery,"['R', 'W']",2,Sorcery
1172,Vivien's Grizzly,['G'],3,Creature — Bear Spirit
1173,Words of Wisdom,['U'],2,Instant
1174,Censor,['U'],2,Instant
1175,Clearwater Pathway,,0,Land
1176,Disinformation Campaign,"['B', 'U']",3,Enchantment
1177,Ghitu Lavarunner,['R'],1,Creature — Human Wizard
1178,Path of Peril,['B'],3,Sorcery
1179,Rewind,['U'],4,Instant
1180,"Tasigur, the Golden Fang",['B'],6,Legendary Creature — Human Shaman
1181,Wizard's Lightning,['R'],3,Instant
1182,"Argoth, Sanctum of Nature",,0,Land
1183,Bonehoard Dracosaur,['R'],5,Creature — Dinosaur Dragon
1184,Distorted Curiosity,['U'],3,Sorcery
1185,"Edgar, Charmed Groom","['B', 'W']",4,Legendary Creature — Vampire Noble
1186,Extract the Truth,['B'],2,Sorcery
1187,Fortified Beachhead,,0,Land
1188,"Harbin, Vanguard Aviator","['U', 'W']",2,Legendary Creature — Human Soldier
1189,Recruitment Officer,['W'],1,Creature — Human Soldier
1190,Restless Fortress,None,0,Land
1191,Shivan Devastator,['R'],1,Creature — Dragon Hydra
1192,Sundown Pass,,0,Land
1193,Zephyr Sentinel,['U'],2,Creature — Human Soldier
1194,Hullbreacher,['U'],3,Creature — Merfolk Pirate
1195,Hurkyl's Recall,['U'],2,Instant
1196,"Lavinia, Azorius Renegade","['U', 'W']",2,Legendary Creature — Human Soldier
1197,Necropotence,['B'],3,Enchantment
1198,Yawgmoth's Will,['B'],3,Sorcery
1199,Defile,['B'],1,Instant
1200,"Emrakul, the Promised End",,13,Legendary Creature — Eldrazi
1201,Giver of Runes,['W'],1,Creature — Kor Cleric
1202,"Kozilek, Butcher of Truth",,10,Legendary Creature — Eldrazi
1203,Perilous Vault,,4,Artifact
1204,Radagast the Brown,['G'],4,Legendary Creature — Avatar Wizard
1205,Soulless Jailer,,2,Artifact Creature — Phyrexian Golem
1206,Stone of Erech,,1,Legendary Artifact
1207,The Reality Chip,['U'],2,Legendary Artifact Creature — Equipment Jellyfish
1208,"Ugin, the Ineffable",,6,Legendary Planeswalker — Ugin
1209,Valakut Awakening,['R'],3,Instant
1210,Annihilating Glare,['B'],1,Sorcery
1211,Blade of the Oni,['B'],2,Artifact Creature — Equipment Demon
1212,Invasion of Amonkhet,"['B', 'U']",3,Battle — Siege
1213,"Ojer Axonil, Deepest Might",['R'],4,Legendary Creature — God
1214,Oni-Cult Anvil,"['B', 'R']",2,Artifact
1215,Sunshot Militia,['R'],2,Creature — Human Soldier
1216,"Vraan, Executioner Thane",['B'],2,Legendary Creature — Phyrexian Vampire
1217,Bazaar of Baghdad,,0,Land
1218,Creeping Chill,['B'],4,Sorcery
1219,Dark Confidant,['B'],2,Creature — Human Wizard
1220,Grafdigger's Cage,,1,Artifact
1221,Hollow One,,5,Artifact Creature — Golem
1222,"Jace, Vryn's Prodigy",['U'],2,Legendary Creature — Human Wizard
1223,Noxious Revival,['G'],1,Instant
1224,Prized Amalgam,"['B', 'U']",3,Creature — Zombie
1225,Serum Powder,,3,Artifact
1226,Shambling Shell,"['B', 'G']",3,Creature — Plant Zombie
1227,Silversmote Ghoul,['B'],3,Creature — Zombie Vampire
1228,Avenging Hunter,['G'],5,Creature — Dragon Ranger
1229,Bone Picker,['B'],4,Creature — Bird
1230,Bump in the Night,['B'],1,Sorcery
1231,Campfire,,1,Artifact
1232,Carrion Feeder,['B'],1,Creature — Zombie
1233,Corrupted Conviction,['B'],1,Instant
1234,Crypt Rats,['B'],3,Creature — Rat
1235,Culling the Weak,['B'],1,Instant
1236,Gixian Infiltrator,['B'],2,Creature — Phyrexian Human
1237,Goblin Grenade,['R'],1,Sorcery
1238,Goldmire Bridge,,0,Artifact Land
1239,Greedy Freebooter,['B'],1,Creature — Human Pirate
1240,Nested Shambler,['B'],1,Creature — Zombie
1241,Okiba Reckoner Raid,['B'],1,Enchantment — Saga
1242,Serrated Scorpion,['B'],1,Creature — Scorpion
1243,Shambling Ghast,['B'],1,Creature — Zombie
1244,Sign in Blood,['B'],2,Sorcery
1245,Soul Reap,['B'],2,Sorcery
1246,Sovereign's Bite,['B'],2,Sorcery
1247,Spinning Darkness,['B'],6,Instant
1248,Supernatural Stamina,['B'],1,Instant
1249,Tragic Slip,['B'],1,Instant
1250,Tyrant's Choice,['B'],2,Sorcery
1251,Village Rites,['B'],1,Instant
1252,Witch's Cottage,,0,Land — Swamp
1253,Atarka's Command,"['G', 'R']",2,Instant
1254,Barkchannel Pathway,,0,Land
1255,Beanstalk Giant,['G'],7,Creature — Giant
1256,Burning-Tree Emissary,"['G', 'R']",2,Creature — Human Shaman
1257,Clever Impersonator,['U'],4,Creature — Shapeshifter
1258,Dreadbore,"['B', 'R']",2,Sorcery
1259,Escape to the Wilds,"['G', 'R']",5,Sorcery
1260,Giant Killer,['W'],1,Creature — Human Peasant
1261,Greater Tanuki,['G'],6,Enchantment Creature — Dog
1262,"Gyruda, Doom of Depths","['B', 'U']",6,Legendary Creature — Demon Kraken
1263,Hostage Taker,"['B', 'U']",4,Creature — Human Pirate
1264,Legion Loyalist,['R'],1,Creature — Goblin Soldier
1265,Magma Opus,"['R', 'U']",8,Instant
1266,Quintorius Kand,"['R', 'W']",5,Legendary Planeswalker — Quintorius
1267,Shefet Dunes,,0,Land — Desert
1268,Spark Double,['U'],4,Creature — Illusion
1269,Temple of Abandon,,0,Land
1270,Temple of Mystery,,0,Land
1271,Venerated Loxodon,['W'],5,Creature — Elephant Cleric
1272,"Vraska, Golgari Queen","['B', 'G']",4,Legendary Planeswalker — Vraska
1273,Warden of the Inner Sky,['W'],1,Creature — Human Soldier
1274,Zurgo Bellstriker,['R'],1,Legendary Creature — Orc Warrior
1275,Confounding Riddle,['U'],3,Instant
1276,Hidetsugu and Kairi,"['B', 'U']",5,Legendary Creature — Ogre Demon Dragon
1277,Siphon Insight,"['B', 'U']",2,Instant
1278,Basking Rootwalla,['G'],1,Creature — Lizard
1279,Blazing Rootwalla,['R'],1,Creature — Lizard
1280,Bloodghast,['B'],2,Creature — Vampire Spirit
1281,"Boromir, Warden of the Tower",['W'],3,Legendary Creature — Human Soldier
1282,Containment Priest,['W'],2,Creature — Human Cleric
1283,Deathrite Shaman,"['B', 'G']",1,Creature — Elf Shaman
1284,Force of Vigor,['G'],4,Instant
1285,Leonin Arbiter,['W'],2,Creature — Cat Cleric
1286,Pyroblast,['R'],1,Instant
1287,Samwise the Stouthearted,['W'],2,Legendary Creature — Halfling Peasant
1288,"Tezzeret, Agent of Bolas","['B', 'U']",4,Legendary Planeswalker — Tezzeret
1289,Vengevine,['G'],4,Creature — Elemental
1290,Baleful Strix,"['B', 'U']",2,Artifact Creature — Bird
1291,Cloudpost,,0,Land — Locus
1292,Crystal Vein,,0,Land
1293,Dack Fayden,"['R', 'U']",3,Legendary Planeswalker — Dack
1294,Doomsday,['B'],3,Sorcery
1295,Dream's Grip,['U'],1,Instant
1296,Edge of Autumn,['G'],2,Sorcery
1297,Eye of Ugin,,0,Legendary Land
1298,Glacial Chasm,,0,Land
1299,Glimmerpost,,0,Land — Locus
1300,Goblin Chieftain,['R'],3,Creature — Goblin
1301,Palace Jailer,['W'],4,Creature — Human Soldier
1302,Personal Tutor,['U'],1,Sorcery
1303,Plague Engineer,['B'],3,Creature — Phyrexian Carrier
1304,Sakashima the Impostor,['U'],4,Legendary Creature — Human Rogue
1305,Sneak Attack,['R'],4,Enchantment
1306,Staff of the Storyteller,['W'],2,Artifact
1307,True-Name Nemesis,['U'],3,Creature — Merfolk Rogue
1308,"Urza, Lord High Artificer",['U'],4,Legendary Creature — Human Artificer
1309,Farseek,['G'],2,Sorcery
1310,Gaea's Might,['G'],1,Instant
1311,Pyromancer Ascension,['R'],2,Enchantment
1312,Spike Feeder,['G'],3,Creature — Spike
1313,Barbed Batterfist,['R'],2,Artifact — Equipment
1314,Barren Moor,,0,Land
1315,Boarding Party,['R'],6,Creature — Human Pirate
1316,Cauldron Familiar,['B'],1,Creature — Cat
1317,Evincar's Justice,['B'],4,Sorcery
1318,Firebolt,['R'],1,Sorcery
1319,Gearseeker Serpent,['U'],7,Creature — Serpent
1320,Goliath Paladin,['W'],5,Creature — Giant Knight
1321,Guildsworn Prowler,['B'],2,Creature — Tiefling Rogue Assassin
1322,Ill-Gotten Inheritance,['B'],4,Enchantment
1323,Krenko's Command,['R'],2,Sorcery
1324,Mogg Raider,['R'],1,Creature — Goblin
1325,Nettle Sentinel,['G'],1,Creature — Elf Warrior
1326,Palace Sentinels,['W'],4,Creature — Human Soldier
1327,Pristine Talisman,,3,Artifact
1328,Rolling Thunder,['R'],2,Sorcery
1329,Self-Assembler,,5,Artifact Creature — Assembly-Worker
1330,Smoldering Crater,,0,Land
1331,Urborg Repossession,['B'],1,Sorcery
1332,Volcanic Spite,['R'],2,Instant
1333,Bedeck // Bedazzle,"['B', 'R']",8,Instant
1334,Bile Blight,['B'],2,Instant
1335,Claim the Firstborn,['R'],1,Sorcery
1336,Commit // Memory,['U'],10,Instant
1337,Connive // Concoct,"['U', 'B']",9,Sorcery
1338,Consign // Oblivion,['U'],7,Instant
1339,Creative Outburst,"['R', 'U']",7,Instant
1340,Elemental Masterpiece,"['R', 'U']",7,Sorcery
1341,Hazoret the Fervent,['R'],4,Legendary Creature — God
1342,"Kalitas, Traitor of Ghet",['B'],4,Legendary Creature — Vampire Warrior
1343,"Kari Zev, Skyship Raider",['R'],2,Legendary Creature — Human Pirate
1344,"Klothys, God of Destiny","['G', 'R']",3,Legendary Enchantment Creature — God
1345,Lovestruck Beast,['G'],3,Creature — Beast Noble
1346,Mayhem Devil,"['B', 'R']",3,Creature — Devil
1347,Release to the Wind,['U'],3,Instant
1348,Robber of the Rich,['R'],2,Creature — Human Archer Rogue
1349,Selfless Glyphweaver,['W'],3,Creature — Human Cleric
1350,Silundi Vision,['U'],3,Instant
1351,Temple of Deceit,,0,Land
1352,Temple of Triumph,,0,Land
1353,Torrential Gearhulk,['U'],6,Artifact Creature — Construct
1354,Unlucky Witness,['R'],1,Creature — Human Citizen
1355,Witch's Oven,,1,Artifact
1356,Embereth Veteran,['R'],1,Creature — Human Knight
1357,Invasion of Gobakhan,['W'],2,Battle — Siege
1358,Invasion of Tarkir,['R'],2,Battle — Siege
1359,Obliterating Bolt,['R'],2,Sorcery
1360,Redcap Gutter-Dweller,['R'],4,Creature — Goblin Warrior
1361,Spectral Adversary,['U'],2,Creature — Spirit
1362,Chief of the Foundry,,3,Artifact Creature — Construct
1363,Foundry Inspector,,3,Artifact Creature — Construct
1364,Lupine Prototype,,2,Artifact Creature — Wolf Construct
1365,Master of Death,"['B', 'U']",3,Creature — Zombie Wizard
1366,Repeal,['U'],1,Instant
1367,Scrapyard Recombiner,,3,Artifact Creature — Construct
1368,Skullclamp,,1,Artifact — Equipment
1369,Snapback,['U'],2,Instant
1370,"Squee, Goblin Nabob",['R'],3,Legendary Creature — Goblin
1371,Steel Overseer,,2,Artifact Creature — Construct
1372,Thieving Skydiver,['U'],2,Creature — Merfolk Rogue
1373,Tide Shaper,['U'],1,Creature — Merfolk Wizard
1374,Urza's Incubator,,3,Artifact
1375,Vodalian Hexcatcher,['U'],2,Creature — Merfolk Wizard
1376,Volatile Fault,None,0,Land — Cave
1377,Allosaurus Shepherd,['G'],1,Creature — Elf Shaman
1378,Basalt Monolith,,3,Artifact
1379,"Comet, Stellar Pup","['R', 'W']",4,Legendary Planeswalker — Comet
1380,Craterhoof Behemoth,['G'],8,Creature — Beast
1381,Defense Grid,,2,Artifact
1382,Ensnaring Bridge,,3,Artifact
1383,Fiend Artisan,"['B', 'G']",2,Creature — Nightmare
1384,Gaea's Cradle,,0,Legendary Land
1385,Goblin Engineer,['R'],2,Creature — Goblin Artificer
1386,Goblin Welder,['R'],1,Creature — Goblin Artificer
1387,Invigorate,['G'],3,Instant
1388,Memory's Journey,['U'],2,Instant
1389,Natural Order,['G'],4,Sorcery
1390,Phyrexian Dragon Engine,,3,Artifact Creature — Phyrexian Dragon
1391,Red Elemental Blast,['R'],1,Instant
1392,Turntimber Symbiosis,['G'],7,Sorcery
1393,Urza's Workshop,,0,Land — Urza's
1394,Voltaic Key,,1,Artifact
1395,Wild Cantor,"['G', 'R']",1,Creature — Human Druid
1396,Cityscape Leveler,,8,Artifact Creature — Construct
1397,Deeproot Pilgrimage,['U'],2,Enchantment
1398,Feign Death,['B'],1,Instant
1399,Hanweir Battlements,,0,Land
1400,Kessig Wolf Run,,0,Land
1401,Lord of Atlantis,['U'],2,Creature — Merfolk
1402,Mana Tithe,['W'],1,Instant
1403,Master of the Pearl Trident,['U'],2,Creature — Merfolk
1404,Merfolk Trickster,['U'],2,Creature — Merfolk Wizard
1405,Oath of Nissa,['G'],1,Legendary Enchantment
1406,Rishadan Dockhand,['U'],1,Creature — Merfolk
1407,Shadow of Doubt,"['B', 'U']",2,Instant
1408,Souls of the Lost,['B'],2,Creature — Spirit
1409,Svyelun of Sea and Sky,['U'],3,Legendary Creature — Merfolk God
1410,Thran Spider,,3,Artifact Creature — Spider
1411,Ardent Elementalist,['R'],4,Creature — Human Shaman
1412,Brinebarrow Intruder,['U'],1,Creature — Human Rogue
1413,Crawl from the Cellar,['B'],1,Sorcery
1414,Drown in Sorrow,['B'],3,Sorcery
1415,Electrickery,['R'],1,Instant
1416,Faerie Miscreant,['U'],1,Creature — Faerie Rogue
1417,Firebrand Archer,['R'],2,Creature — Human Archer
1418,Late to Dinner,['W'],4,Sorcery
1419,Scholar of Athreos,['W'],3,Creature — Human Cleric
1420,Smoke Shroud,['U'],2,Enchantment — Aura
1421,Stonehorn Dignitary,['W'],4,Creature — Rhino Soldier
1422,Wellwisher,['G'],2,Creature — Elf
1423,Botanical Sanctum,,0,Land
1424,Heartless Act,['B'],2,Instant
1425,Render Silent,"['U', 'W']",3,Instant
1426,Shimmer of Possibility,['U'],2,Sorcery
1427,Soaring Thought-Thief,"['B', 'U']",2,Creature — Human Rogue
1428,Thieves' Guild Enforcer,['B'],1,Creature — Human Rogue
1429,Wild Slash,['R'],1,Instant
1430,Beast Within,['G'],3,Instant
1431,Kogla and Yidaro,"['G', 'R']",6,Legendary Creature — Ape Dinosaur Turtle
1432,Pyrokinesis,['R'],6,Instant
1433,Seal of Cleansing,['W'],2,Enchantment
1434,Teferi's Response,['U'],2,Instant
1435,Tinder Wall,['G'],1,Creature — Plant Wall
1436,"Atris, Oracle of Half-Truths","['B', 'U']",4,Legendary Creature — Human Advisor
1437,Auriok Salvagers,['W'],4,Creature — Human Soldier
1438,"Barrin, Tolarian Archmage",['U'],3,Legendary Creature — Human Wizard
1439,Breakthrough,['U'],1,Sorcery
1440,Gemstone Mine,,0,Land
1441,Gilded Drake,['U'],2,Creature — Drake
1442,Goblin Cratermaker,['R'],2,Creature — Goblin Warrior
1443,Greater Gargadon,['R'],10,Creature — Beast
1444,Legion Warboss,['R'],3,Creature — Goblin Soldier
1445,Lion Sash,['W'],2,Artifact Creature — Equipment Cat
1446,Ox of Agonas,['R'],5,Creature — Ox
1447,Phyrexian Devourer,,6,Artifact Creature — Phyrexian Construct
1448,Phyrexian Tower,,0,Legendary Land
1449,Putrid Imp,['B'],1,Creature — Zombie Imp
1450,"Sauron, the Dark Lord","['B', 'R', 'U']",6,Legendary Creature — Avatar Horror
1451,Soulherder,"['U', 'W']",3,Creature — Spirit
1452,"Thalia, Heretic Cathar",['W'],3,Legendary Creature — Human Soldier
1453,"Titania, Protector of Argoth",['G'],5,Legendary Creature — Elemental
1454,Twinshot Sniper,['R'],4,Artifact Creature — Goblin Archer
1455,Unlicensed Hearse,,2,Artifact — Vehicle
1456,Veteran Explorer,['G'],1,Creature — Human Soldier Scout
1457,"Éowyn, Fearless Knight","['R', 'W']",4,Legendary Creature — Human Knight
1458,Baleful Mastery,['B'],4,Instant
1459,Call of the Death-Dweller,['B'],3,Sorcery
1460,Dromoka's Command,"['G', 'W']",2,Instant
1461,Finale of Devastation,['G'],2,Sorcery
1462,Flick a Coin,['R'],3,Instant
1463,Mox Amber,,0,Legendary Artifact
1464,Sarinth Steelseeker,['G'],2,Creature — Human Artificer Scout
1465,Sprite Dragon,"['R', 'U']",2,Creature — Faerie Dragon
1466,Tear Asunder,['G'],2,Instant
1467,Echoing Truth,['U'],2,Instant
1468,Foundry Helix,"['R', 'W']",3,Instant
1469,Lorehold Campus,,0,Land
1470,Mnemonic Wall,['U'],5,Creature — Wall
1471,Ramosian Rally,['W'],4,Instant
1472,Fireblade Charger,['R'],1,Creature — Goblin Warrior
1473,Kazuul's Fury,['R'],3,Instant
1474,"Kellan, the Fae-Blooded",['R'],3,Legendary Creature — Human Faerie
1475,"Kemba, Kha Enduring",['W'],2,Legendary Creature — Cat Cleric
1476,Loran's Escape,['W'],1,Instant
1477,"Nahiri, the Unforgiving","['R', 'W']",4,Legendary Planeswalker — Nahiri
1478,Resolute Strike,['W'],1,Instant
1479,Voldaren Thrillseeker,['R'],3,Creature — Vampire Warrior
1480,Bushwhack,['G'],1,Sorcery
1481,Errant and Giada,"['U', 'W']",3,Legendary Creature — Human Angel
1482,Kitesail Larcenist,['U'],3,Creature — Human Pirate
1483,Surge Engine,,2,Artifact Creature — Construct
1484,Tainted Observer,"['G', 'U']",3,Creature — Phyrexian Bird
1485,Tough Cookie,['G'],2,Artifact Creature — Food Golem
1486,Treasure Map,,2,Artifact
1487,Zoetic Glyph,['U'],3,Enchantment — Aura
1488,Abrade,['R'],2,Instant
1489,Brain Freeze,['U'],2,Instant
1490,Demonic Consultation,['B'],1,Instant
1491,Terror of the Peaks,['R'],5,Creature — Dragon
1492,Back to Basics,['U'],3,Enchantment
1493,Counterbalance,['U'],2,Enchantment
1494,Echo of Eons,['U'],6,Sorcery
1495,"Jace, the Mind Sculptor",['U'],4,Legendary Planeswalker — Jace
1496,"Jirina, Dauntless General","['B', 'W']",2,Legendary Creature — Human Soldier
1497,Scroll Rack,,2,Artifact
1498,Vesuvan Drifter,['U'],3,Creature — Shapeshifter
1499,Angelsong,['W'],2,Instant
1500,Black Dragon Gate,,0,Land — Gate
1501,Cast into the Fire,['R'],2,Instant
1502,Chittering Rats,['B'],3,Creature — Rat
1503,Judge's Familiar,"['U', 'W']",1,Creature — Bird
1504,Mukotai Ambusher,['B'],4,Artifact Creature — Rat Ninja
1505,Okiba-Gang Shinobi,['B'],5,Creature — Rat Ninja
1506,Phyrexian Rager,['B'],3,Creature — Phyrexian Horror
1507,Remove Soul,['U'],2,Instant
1508,Mazemind Tome,,2,Artifact
1509,Scattered Groves,,0,Land — Forest Plains
1510,Slaughter Games,"['B', 'R']",4,Sorcery
1511,Tale's End,['U'],2,Instant
1512,Temple of Enlightenment,,0,Land
1513,Temple of Plenty,,0,Land
1514,Waste Not,['B'],2,Enchantment
1515,"Ash, Party Crasher","['R', 'W']",2,Legendary Creature — Human Peasant
1516,Restless Bivouac,None,0,Land
1517,Sanguine Evangelist,['W'],3,Creature — Vampire Cleric
1518,Tocasia's Welcome,['W'],3,Enchantment
1519,Chain of Vapor,['U'],1,Instant
1520,Regrowth,['G'],2,Sorcery
1521,Lightning Greaves,,2,Artifact — Equipment
1522,Nimble Obstructionist,['U'],3,Creature — Bird Wizard
1523,Beseech the Queen,['B'],6,Sorcery
1524,Cosmic Rebirth,"['G', 'W']",3,Instant
1525,Explore,['G'],2,Sorcery
1526,Faithful Mending,"['U', 'W']",2,Instant
1527,Legions to Ashes,"['B', 'W']",3,Sorcery
1528,Sword of Fire and Ice,,3,Artifact — Equipment
1529,The Rack,,1,Artifact
1530,Unburial Rites,['B'],5,Sorcery
1531,Vindicate,"['B', 'W']",3,Sorcery
1532,Waterlogged Grove,,0,Land
1533,Zuran Orb,,0,Artifact
1534,False Summoning,['U'],2,Instant
1535,Rite of Flame,['R'],1,Sorcery
1536,Sandstone Needle,,0,Land
1537,Trailblazer's Torch,,4,Artifact — Equipment
1538,Archangel Avacyn,['W'],5,Legendary Creature — Angel
1539,Binding the Old Gods,"['B', 'G']",4,Enchantment — Saga
1540,Callous Bloodmage,['B'],3,Creature — Vampire Warlock
1541,Fae of Wishes,['U'],2,Creature — Faerie Wizard
1542,Gifted Aetherborn,['B'],2,Creature — Aetherborn Vampire
1543,Hagra Mauling,['B'],4,Instant
1544,Ifnir Deadlands,,0,Land — Desert
1545,"Kinnan, Bonder Prodigy","['G', 'U']",2,Legendary Creature — Human Druid
1546,"Lukka, Coppercoat Outcast",['R'],5,Legendary Planeswalker — Lukka
1547,Moon-Blessed Cleric,['W'],3,Creature — Human Elf Cleric
1548,Murderous Rider,['B'],3,Creature — Zombie Knight
1549,Reduce // Rubble,['U'],6,Instant
1550,Renegade Rallier,"['G', 'W']",3,Creature — Human Warrior
1551,Retraction Helix,['U'],1,Instant
1552,Sheoldred,['B'],4,Legendary Creature — Phyrexian Praetor
1553,Spell Queller,"['U', 'W']",3,Creature — Spirit
1554,The Scarab God,"['B', 'U']",5,Legendary Creature — God
1555,Trial of Ambition,['B'],2,Enchantment
1556,Voice of the Blessed,['W'],2,Creature — Spirit Cleric
1557,Gaea's Blessing,['G'],2,Sorcery
1558,Stonecoil Serpent,,0,Artifact Creature — Snake
1559,Empty the Warrens,['R'],4,Sorcery
1560,Gamble,['R'],1,Sorcery
1561,Goblin Charbelcher,,4,Artifact
1562,Peat Bog,,0,Land
1563,Seething Song,['R'],3,Instant
1564,Brightclimb Pathway,,0,Land
1565,Calibrated Blast,['R'],3,Instant
1566,Mishra's Factory,,0,Land
1567,Night's Whisper,['B'],2,Sorcery
1568,Shadow of Mortality,['B'],15,Creature — Avatar
1569,Wrench Mind,['B'],2,Sorcery
1570,Evolving Wilds,,0,Land
1571,Sawblade Scamp,['R'],1,Creature — Phyrexian Beast
1572,Can't Stay Away,"['B', 'W']",2,Sorcery
1573,Gallia of the Endless Dance,"['G', 'R']",2,Legendary Creature — Satyr
1574,"Samut, Vizier of Naktamun","['G', 'R']",3,Legendary Creature — Human Warrior Cleric
1575,Strangle,['R'],1,Sorcery
1576,Thing in the Ice,['U'],2,Creature — Horror
1577,Voyaging Satyr,['G'],2,Creature — Satyr Druid
1578,Devious Cover-Up,['U'],4,Instant
1579,Dissipate,['U'],3,Instant
1580,Faerie Dreamthief,['B'],1,Creature — Faerie Warlock
1581,Gnawing Vermin,['B'],1,Creature — Rat
1582,White Sun's Twilight,['W'],2,Sorcery
1583,"Chandra, Awakened Inferno",['R'],6,Legendary Planeswalker — Chandra
1584,Energy Flux,['U'],3,Enchantment
1585,Breya's Apprentice,['R'],3,Artifact Creature — Human Artificer
1586,Currency Converter,,1,Artifact
1587,Flooded Grove,,0,Land
1588,Gut Shot,['R'],1,Instant
1589,"Jace, Wielder of Mysteries",['U'],4,Legendary Planeswalker — Jace
1590,Moorland Haunt,,0,Land
1591,Roiling Vortex,['R'],2,Enchantment
1592,Scourge of the Skyclaves,['B'],2,Creature — Demon
1593,Skullcrack,['R'],2,Instant
1594,Sword of Feast and Famine,,3,Artifact — Equipment
1595,Filigree Familiar,,3,Artifact Creature — Fox
1596,Lys Alana Huntmaster,['G'],4,Creature — Elf Warrior
1597,Clifftop Retreat,,0,Land
1598,Diabolic Intent,['B'],2,Sorcery
1599,Exuberant Fuseling,['R'],1,Creature — Phyrexian Goblin Warrior
1600,Goblin Instigator,['R'],2,Creature — Goblin Rogue
1601,"Liliana, the Last Hope",['B'],3,Legendary Planeswalker — Liliana
1602,Rally the Ancestors,['W'],2,Instant
1603,Rundvelt Hordemaster,['R'],2,Creature — Goblin Warrior
1604,Stitcher's Supplier,['B'],1,Creature — Zombie
1605,Clay-Fired Bricks,['W'],2,Artifact
1606,Roadside Reliquary,,0,Land
1607,Spring-Loaded Sawblades,['W'],2,Artifact
1608,Gush,['U'],5,Instant
1609,Spirit of the Labyrinth,['W'],2,Enchantment Creature — Spirit
1610,Cabal Pit,,0,Land
1611,Chain of Smog,['B'],2,Sorcery
1612,Hexdrinker,['G'],1,Creature — Snake
1613,Oath of Ghouls,['B'],2,Enchantment
1614,Portal to Phyrexia,,9,Artifact
1615,Sinkhole,['B'],2,Sorcery
1616,Temporal Mastery,['U'],7,Sorcery
1617,Witherbloom Apprentice,"['B', 'G']",2,Creature — Human Druid
